OBJECTID,Event_ID,EvB_Wpt_Id,SwB_Wpt_ID,Event_Date,CPA,ObType,ObOrder,ObOrder2,Year_,Ship,Observer,ObLocation,Approx,Species,Count_,IS_WW,WW_Speed,LAT,LONG_,Y_PROJ,X_PROJ,NDateS,NDateD,WptID,DateD,TimeD,DateTim,DateTxt,TimeTxt,TrkID,Vessel_Azi,X_GPS_UTM,Y_GPS_UTM,Vessel_Kts,X_BB_UTM,Y_BB_UTM,X_MM_UTM,Y_MM_UTM,BB_MM_Azi,BB_MM_Dist,BB_MM_Bear,Subarea1,Subarea2,Subarea3,VslDepth_m,VslDstSh_m,MMDepth_m,MMDstSh_m,RadComment,RadContact,RadioBy,RadioResp,RadioTime,R_Contact,Month_,season,Direction,Orientation,Behavior,Clouds,Rain,Wind,SeaState,Visibility,Shape
4186,2007-06-30-K,2007-06-30-K-040,2007-06-30-K-037,6/30/2007,N,MultiOb,2,4,2007,Island Princess,Karin,Port,n,humpback whale,1,n,0,58.76427348,-136.3475113,58.76427348,-136.3475113,6/30/2007,6/30/2007,4289,6/30/2007,14:05:29,6/30/2007,20070630,14:05:29,611193,129.33211,422057.2004,6514587.96,17.89909339,422066.7616,6514577.54,422718.9421,6514032.693,309.8761698,849.8220562,0.54405979,Middle Bay,West Arm,West Arm,-400,2209.949006,-367,2347.54145,,,,,,,6,1,,,,100,light,moderate,calm,good,
4187,2009-06-29-N,2009-06-29-N-049,2009-06-29-N-045,6/29/2009,Y,MultiOb,1,5,2009,Diamond Princess,Nat,Starboard,n,humpback whale,1,y,13,58.76429829,-136.347991,58.76429829,-136.347991,6/29/2009,6/29/2009,1510,6/29/2009,18:55:06,6/29/2009,20090629,18:55:06,182316,129.1454081,422029.5115,6514591.281,12.77256338,422055.6691,6514572.567,421444.9835,6514194.036,238.2074309,718.4866667,109.0620229,Middle Bay,West Arm,West Arm,-400,2224.688759,-216,2908.58156,,,,,,,6,1,G-Against,0-Parallel,DF-Dive-fluke-up,100,none,light,calm,good,
4188,2009-06-20-N,2009-06-20-N-022,2009-06-20-N-022,6/20/2009,Y,Single,1,1,2009,Coral Princess,Nat,Starboard,n,humpback whale,1,n,0,58.76444246,-136.3467012,58.76444246,-136.3467012,6/20/2009,6/20/2009,1140,6/20/2009,7:34:01,6/20/2009,20090620,07:34:01,137398,309.3731969,422104.433,6514605.831,18.40987595,422091.5688,6514613.8,422606.3662,6516505.572,15.22296947,1960.565177,65.84977261,Middle Bay,West Arm,West Arm,-400,2166.742376,-272,408.3257261,,,,,,,6,1,A-Away,90-Perpendicular,DF-Dive-fluke-up,40,none,light,calm,excellent,
4189,2009-08-10-N,2009-08-10-N-033,2009-08-10-N-032,8/10/2009,Y,MultiOb,1,2,2009,Zaandam,Nat,Starboard,y,humpback whale,1,n,0,58.76511259,-136.35761,58.76511259,-136.35761,8/10/2009,8/10/2009,2743,8/10/2009,15:22:15,8/10/2009,20090810,15:22:15,340253,128.1241123,421475.0155,6514693.172,17.75280959,421487.5903,6514684.574,421219.714,6513215.134,190.3314645,1493.657761,62.20735227,Middle Bay,West Arm,West Arm,-403,2512.339512,-186,3809.201229,,,,,,,8,1,G-Against,0-Parallel,DF-Dive-fluke-up,50,none,moderate,calm,excellent,
4190,2007-06-30-K,2007-06-30-K-039,2007-06-30-K-037,6/30/2007,N,MultiOb,3,3,2007,Island Princess,Karin,Port,n,humpback whale,1,n,0,58.76542934,-136.3503126,58.76542934,-136.3503126,6/30/2007,6/30/2007,4288,6/30/2007,14:05:07,6/30/2007,20070630,14:05:07,611189,129.5589987,421897.7744,6514719.907,17.85075238,421907.2942,6514709.449,422761.0835,6514221.475,299.7496365,983.399359,-9.809362197,Middle Bay,West Arm,West Arm,-414,2215.393957,-367,2157.428309,,,,,,,6,1,,,,100,light,moderate,calm,good,
4191,2012-06-01-N,2012-06-01-N-020,2012-06-01-N-020,6/1/2012,N,MultiOb,2,1,2012,Island Princess,Nat,Port,y,humpback whale,1,n,0,58.76552967,0,58.76552967,-136.349658,6/1/2012,6/1/2012,489,6/1/2012,16:25:04,6/1/2012,20120601,16:25:04,92349,129.1623274,421935.8594,6514730.314,12.78912669,421946.2268,6514719.29,425812.6377,6511572.733,129.13934,4984.973176,-0.022987398,Middle Bay,West Arm,West Arm,-414,2181.617356,-401,1850.779032,,,,,,,6,1,T-Toward,90-Perpendicular,DN-Dive-no-fluke,100,none,light,1',excellent,
4192,2009-08-09-N,2009-08-09-N-044,2009-08-09-N-042,8/9/2009,Y,MultiOb,1,3,2009,Pacific Princess,Nat,Starboard,n,humpback whale,1,n,0,58.76622277,-136.3550354,58.76622277,-136.3550354,8/9/2009,8/9/2009,2703,8/9/2009,18:24:03,8/9/2009,20090809,18:24:03,333431,127.9151708,421626.4178,6514813.756,15.86043915,421636.1049,6514807.478,421729.2077,6514796.001,97.02761377,93.80755778,-30.88755702,Middle Bay,West Arm,West Arm,-403,2325.224616,-414,2281.015118,,,,,,,8,1,WA-With/Aw,45-45-degrees,DF-Dive-fluke-up,100,light,moderate,calm,good,
4193,2010-08-29-N,2010-08-29-N-040,2010-08-29-N-040,8/29/2010,Y,Single,1,1,2010,Volendam,Nat,Starboard,y,humpback whale,1,n,0,58.76633878,0,58.76633878,-136.3458151,8/29/2010,8/29/2010,3512,8/29/2010,15:15:06,8/29/2010,20100829,15:15:06,413773,126.7441559,422159.9255,6514815.923,18.5136033,422168.1816,6514812.255,421259.9399,6513029.931,207.0026086,2000.395323,80.25845267,Middle Bay,West Arm,West Arm,-416,1968.483655,-136,3918.585947,,,,,,,8,1,G-Against,0-Parallel,BL-Blowing,50,none,light,calm,excellent,
4194,2009-07-25-N,2009-07-25-N-039,2009-07-25-N-038,7/25/2009,N,MultiOb,3,2,2009,Island Princess,Nat,Starboard,y,humpback whale,1,n,0,58.76645512,-136.3542044,58.76645512,-136.3542044,7/25/2009,7/25/2009,2278,7/25/2009,14:18:26,7/25/2009,20090725,14:18:26,281527,128.3515849,421674.9994,6514838.652,19.05169408,421688.0036,6514830.913,422346.6285,6514097.948,138.0578863,985.4056594,9.706301407,Middle Bay,West Arm,West Arm,-403,2276.641124,-339,2453.204362,,,,,,,7,1,A-Away,90-Perpendicular,BL-Blowing,20,none,moderate,1',excellent,
4195,2012-05-10-N,2012-05-10-N-006,2012-05-10-N-006,5/10/2012,Y,Single,1,1,2012,Norwegian Pearl,Nat,Starboard,n,humpback whale,1,n,0,58.76670071,0,58.76670071,-136.3408661,5/10/2012,5/10/2012,86,5/10/2012,7:24:12,5/10/2012,20120510,07:24:12,18920,309.9831056,422446.9464,6514850.479,18.64710863,422434.7216,6514855.51,422376.6506,6515651.244,355.8260718,797.8499672,45.8429662,Middle Bay,West Arm,West Arm,-416,1764.606557,-414,1211.969972,,,,,,,5,0,W-With,0-Parallel,DF-Dive-fluke-up,100,light,moderate,2',good,
4196,2007-06-30-K,2007-06-30-K-038,2007-06-30-K-037,6/30/2007,N,MultiOb,4,2,2007,Island Princess,Karin,Port,n,humpback whale,1,n,0,58.76667816,-136.3533512,58.76667816,-136.3533512,6/30/2007,6/30/2007,4287,6/30/2007,14:04:43,6/30/2007,20070630,14:04:43,611184,129.2391523,421724.8445,6514862.487,17.87906692,421734.4226,6514852.082,422818.8145,6514420.494,291.7025433,1167.122019,-17.53660902,Middle Bay,West Arm,West Arm,-414,2228.487733,-415,1952.162354,,,,,,,6,1,,,,100,light,moderate,calm,good,
4197,2009-06-29-N,2009-06-29-N-048,2009-06-29-N-045,6/29/2009,N,MultiOb,2,4,2009,Diamond Princess,Nat,Starboard,n,humpback whale,1,y,13,58.76671362,-136.3539737,58.76671362,-136.3539737,6/29/2009,6/29/2009,1509,6/29/2009,18:53:59,6/29/2009,20090629,18:53:59,182303,128.742722,421688.9267,6514867.162,12.41638082,421715.2152,6514848.633,421383.2684,6514140.029,205.1008446,782.5007279,76.35812257,Middle Bay,West Arm,West Arm,-403,2245.342548,-216,2990.189579,,,,,,,6,1,GA-Ag/Away,45-45-degrees,DF-Dive-fluke-up,100,none,light,calm,good,
4198,2011-06-04-N,2011-06-04-N-012,2011-06-04-N-012,6/4/2011,N,MultiOb,2,1,2011,Sea Princess,Nat,Starboard,y,humpback whale,1,n,0,58.76690389,0,58.76690389,-136.3450894,6/4/2011,6/4/2011,533,6/4/2011,7:34:52,6/4/2011,20110604,07:34:52,67710,311.6134049,422203.1539,6514877.995,18.449404,422176.3662,6514893.764,417732.9295,6517117.825,296.5892085,4968.961191,-15.0241964,Middle Bay,West Arm,West Arm,-416,1893.187022,-340,2019.220432,,,,,,,6,1,A-Away,90-Perpendicular,BL-Blowing,100,moderate,moderate,1',good,
4199,2008-05-08-N,2008-05-08-N-028,2008-05-08-N-028,5/8/2008,Y,Single,1,1,2008,Norwegian Pearl,Nat,Starboard,y,humpback whale,1,n,0,58.76741812,-136.3497275,58.76741812,-136.3497275,5/8/2008,5/8/2008,94,5/8/2008,13:08:31,5/8/2008,20080508,13:08:31,17717,128.809816,421936.0768,6514940.64,15.0545887,421946.9961,6514935.708,423059.4396,6513497.617,322.2760435,1818.140645,13.46622743,Middle Bay,West Arm,West Arm,-414,2033.415243,-400,2758.842724,,,,,,,5,0,W-With,4-45-degrees,DF-Dive-fluke-up,90,none,light,calm,excellent,
4200,2010-08-27-N,2010-08-27-N-015,2010-08-27-N-015,8/27/2010,N,MultiOb,2,1,2010,Statendam,Nat,Starboard,y,humpback whale,1,n,0,58.76765734,0,58.76765734,-136.3575273,8/27/2010,8/27/2010,3429,8/27/2010,8:20:13,8/27/2010,20100827,08:20:13,403103,308.6635223,421485.541,6514976.387,16.5139125,421473.5942,6514984.665,417098.3011,6517374.702,298.6459034,4985.525559,-10.01761893,Middle Bay,West Arm,West Arm,-403,2286.254069,-281,1626.00476,,,,,,,8,1,WT-With/To,45-45-degrees,BL-Blowing,95,none,light,calm,excellent,
4201,2009-06-29-N,2009-06-29-N-047,2009-06-29-N-045,6/29/2009,N,MultiOb,3,3,2009,Diamond Princess,Nat,Starboard,y,humpback whale,1,y,13,58.76783528,-136.3568213,58.76783528,-136.3568213,6/29/2009,6/29/2009,1508,6/29/2009,18:53:27,6/29/2009,20090629,18:53:27,182296,128.2664099,421526.7665,6514995.37,12.62783485,421553.2081,6514977.061,421408.3846,6514002.59,188.4532892,985.1735895,60.18687937,Middle Bay,West Arm,West Arm,-403,2244.857434,-216,3075.195482,,,,,,,6,1,A-Away,90-Perpendicular,DN-Dive-no-fluke,100,none,light,calm,good,
4202,2009-08-31-K,2009-08-31-K-029,2009-08-31-K-029,8/31/2009,Y,Single,1,1,2009,Zaandam,Karin,Starboard,y,humpback whale,1,n,0,58.76800334,-136.3586005,58.76800334,-136.3586005,8/31/2009,8/31/2009,2039,8/31/2009,15:00:24,8/31/2009,20090831,15:00:24,142055,129.1361756,421424.2564,6515016.166,18.11680485,421437.3086,6515008.124,419966.3602,6513647.11,227.2230734,2004.007596,98.08689782,Middle Bay,West Arm,West Arm,-403,2297.962348,-77,3142.125758,,,,,,,8,1,G-Against,0-Parallel,BL-Blowing,20,none,moderate,calm,excellent,
4203,2009-06-24-N,2009-06-24-N-041,2009-06-24-N-039,6/24/2009,Y,MultiOb,1,3,2009,Coral Princess,Nat,Starboard,n,humpback whale,1,n,0,58.76817777,-136.3521683,58.76817777,-136.3521683,6/24/2009,6/24/2009,1330,6/24/2009,18:23:37,6/24/2009,20090624,18:23:37,161763,128.5745307,421796.6272,6515028.06,18.93381435,421809.6012,6515020.271,422055.4649,6514867.574,121.842879,289.4222468,-6.731651679,Middle Bay,West Arm,West Arm,-414,2051.825283,-414,1999.703429,"Tried to wave to bridge to get attention, but failed",Attempted,Observer,,,n,6,1,WA-With/Aw,45-45-degrees,DN-Dive-no-fluke,95,none,moderate,calm,excellent,
4204,2007-06-30-K,2007-06-30-K-037,2007-06-30-K-037,6/30/2007,N,MultiOb,5,1,2007,Island Princess,Karin,Port,n,humpback whale,1,n,0,58.76849502,-136.357781,58.76849502,-136.357781,6/30/2007,6/30/2007,4286,6/30/2007,14:04:07,6/30/2007,20070630,14:04:07,611177,129.3734239,421472.7581,6515069.945,17.8910219,421482.3117,6515059.518,422926.1729,6514707.568,283.6990387,1486.137182,-25.67438517,Middle Bay,West Arm,West Arm,-403,2225.555694,-416,1646.537875,,,,,,,6,1,,,,100,light,moderate,calm,good,
4205,2009-06-28-K,2009-06-28-K-058,2009-06-28-K-054,6/28/2009,N,MultiOb,2,3,2009,Volendam,Karin,Starboard,y,humpback whale,1,y,13,58.7684874,-136.3646187,58.7684874,-136.3646187,6/28/2009,6/28/2009,906,6/28/2009,15:04:26,6/28/2009,20090628,15:04:26,61244,132.1102459,421077.3165,6515077.131,12.6984516,421084.4515,6515073.378,420165.3146,6514667.261,246.1619751,1004.859842,114.0517292,Middle Bay,West Arm,West Arm,-363,2500.024932,-119,3274.526614,,,,,,,6,1,W-With,0-Parallel,BL-Blowing,30,none,moderate,2',excellent,
4206,2011-05-10-N,2011-05-10-N-013,2011-05-10-N-013,5/10/2011,Y,Single,1,1,2011,Oosterdam,Nat,Starboard,n,humpback whale,1,n,0,58.76942407,0,58.76942407,-136.354715,5/10/2011,5/10/2011,13,5/10/2011,12:35:28,5/10/2011,20110510,12:35:28,891,310.2603922,421652.1571,6515169.789,18.51348798,421639.9878,6515178.784,421398.6592,6518227.26,355.4736943,3058.012835,45.21330214,Middle Bay,West Arm,West Arm,-418,2030.993199,-96,69.09789636,,,,,,,5,0,U-Unsure,U-Unsure,BL-Blowing,100,light,moderate,calm,good,
4207,2010-09-11-N,2010-09-11-N-011,2010-09-11-N-011,9/11/2010,Y,Single,1,1,2010,Amsterdam,Nat,Starboard,n,humpback whale,3,n,0,58.76949138,0,58.76949138,-136.3588906,9/11/2010,9/11/2010,3809,9/11/2010,8:36:50,9/11/2010,20100911,08:36:50,454335,308.6543321,421410.84,6515182.173,16.5151686,421396.9397,6515190.73,419894.9652,6514258.851,238.1830474,1767.576302,-70.47128466,Middle Bay,West Arm,West Arm,-418,2187.862314,-123,2991.073283,,,,,,,9,0,WT-With/To,45-45-degrees,BL-Blowing,60,none,moderate,calm,excellent,
4208,2012-07-23-N,2012-07-23-N-006,2012-07-23-N-006,7/23/2012,Y,Single,1,1,2012,Sapphire Princess,Nat,Starboard,y,humpback whale,1,n,0,58.76983537,0,58.76983537,-136.3592677,7/23/2012,7/23/2012,1374,7/23/2012,11:14:31,7/23/2012,20120723,11:14:31,269317,310.6519073,421389.81,6515220.912,19.25094891,421362.8505,6515238.79,418219.6827,6519087.425,320.7616011,4969.054121,10.1096938,Middle Bay,West Arm,West Arm,-418,2174.872197,-431,1639.490196,,,,,,,7,1,GT-Ag/To,45-45-degrees,DN-Dive-no-fluke,100,none,moderate,calm,excellent,
4209,2009-08-10-N,2009-08-10-N-032,2009-08-10-N-032,8/10/2009,N,MultiOb,2,1,2009,Zaandam,Nat,Starboard,y,humpback whale,1,n,0,58.76997761,-136.3700315,58.76997761,-136.3700315,8/10/2009,8/10/2009,2742,8/10/2009,15:20:36,8/10/2009,20090810,15:20:36,340233,128.3900058,420767.6842,6515249.428,17.81789407,420780.219,6515240.772,421037.6777,6512764.095,174.0652316,2490.022989,45.67522584,Middle Bay,West Arm,West Arm,-375,2633.888067,-136,3573.47289,,,,,,,8,1,GA-Ag/Away,45-45-degrees,BL-Blowing,50,none,moderate,calm,excellent,
4210,2009-08-09-N,2009-08-09-N-043,2009-08-09-N-042,8/9/2009,N,MultiOb,2,2,2009,Pacific Princess,Nat,Starboard,y,humpback whale,1,n,0,58.77039939,-136.3657803,58.77039939,-136.3657803,8/9/2009,8/9/2009,2702,8/9/2009,18:22:28,8/9/2009,20090809,18:22:28,333412,128.0216957,421014.478,6515291.366,15.96290925,421024.1534,6515285.07,421955.291,6514952.652,109.646654,988.6955261,-18.37504169,Middle Bay,West Arm,West Arm,-404,2410.246356,-414,2011.150945,,,,,,,8,1,T-Toward,90-Perpendicular,DN-Dive-no-fluke,100,moderate,moderate,calm,good,
4211,2007-08-01-N,2007-08-01-N-031,2007-08-01-N-031,8/1/2007,Y,Single,1,1,2007,Island Princess,Nat,Port,y,humpback whale,1,n,0,58.77044499,-136.3688189,58.77044499,-136.3688189,8/1/2007,8/1/2007,5594,8/1/2007,18:50:50,8/1/2007,20070801,18:50:50,851759,127.8720705,420838.8689,6515300.029,19.17979952,420848.868,6515288.452,421683.8822,6516889.267,207.5473575,1805.508028,-100.324713,Middle Bay,West Arm,West Arm,-375,2546.552592,-364,950.2727876,,,,,,,8,1,,,,70,none,light,calm,excellent,
4212,2011-05-17-N,2011-05-17-N-043,2011-05-17-N-043,5/17/2011,N,MultiOb,3,1,2011,Oosterdam,Nat,Starboard,y,humpback whale,1,n,0,58.77064825,0,58.77064825,-136.3601987,5/17/2011,5/17/2011,154,5/17/2011,19:12:17,5/17/2011,20110517,19:12:17,17240,128.6429083,421337.811,6515312.505,18.72968236,421350.2294,6515303.856,422989.6549,6513436.025,138.7260626,2485.25885,10.08315429,Middle Bay,West Arm,West Arm,-418,2148.949935,-330,2834.024712,,,,,,,5,0,T-Toward,90-Perpendicular,DN-Dive-no-fluke,90,none,moderate,1',excellent,
4213,2008-07-21-N,2008-07-21-N-035,2008-07-21-N-033,7/21/2008,N,MultiOb,2,3,2008,Sapphire Princess,Nat,Starboard,y,humpback whale,1,n,0,58.77081706,-136.3624559,58.77081706,-136.3624559,7/21/2008,7/21/2008,1868,7/21/2008,18:06:04,7/21/2008,20080721,18:06:04,299429,123.5289087,421207.6647,6515333.951,18.90527128,421237.1954,6515316.783,423556.5184,6513917.032,301.1116973,2708.978039,-2.417211482,Middle Bay,West Arm,West Arm,-404,2232.868479,-416,2281.462424,Bridge called me to let me know about it and told me they were altering course to avoid it.,y,Bridge,Changed course,,y,7,1,W-With,0-Parallel,DN-Dive-no-fluke,100,none,moderate,1',good,
4214,2009-06-24-N,2009-06-24-N-040,2009-06-24-N-039,6/24/2009,N,MultiOb,2,2,2009,Coral Princess,Nat,Starboard,y,humpback whale,1,n,0,58.77088957,-136.3586864,58.77088957,-136.3586864,6/24/2009,6/24/2009,1329,6/24/2009,18:22:48,6/24/2009,20090624,18:22:48,161753,131.0190088,421425.8045,6515337.597,18.9474985,421438.4345,6515329.261,422317.3277,6515215.473,97.37688948,886.228481,-33.64211934,Middle Bay,West Arm,West Arm,-418,2067.509773,-415,1567.835587,"Tried to wave to bridge to get attention, but failed",Attempted,Observer,,,n,6,1,W-With,0-Parallel,RE-Resting,95,none,moderate,calm,excellent,
4215,2009-06-29-N,2009-06-29-N-046,2009-06-29-N-045,6/29/2009,N,MultiOb,4,2,2009,Diamond Princess,Nat,Starboard,y,humpback whale,1,y,13,58.77085092,-136.3645826,58.77085092,-136.3645826,6/29/2009,6/29/2009,1507,6/29/2009,18:52:01,6/29/2009,20090629,18:52:01,182279,128.1403032,421084.7605,6515340.224,12.69058788,421111.2424,6515321.972,421401.7215,6513874.221,168.6547229,1476.604439,40.51441967,Middle Bay,West Arm,West Arm,-404,2324.759176,-167,3177.262915,,,,,,,6,1,A-Away,90-Perpendicular,BL-Blowing,100,none,light,calm,good,
4216,2007-08-18-N,2007-08-18-N-013,2007-08-18-N-013,8/18/2007,Y,Single,1,1,2007,Coral Princess,Nat,Port,n,humpback whale,2,n,0,58.77089141,-136.3646028,58.77089141,-136.3646028,8/18/2007,8/18/2007,6267,8/18/2007,7:24:04,8/18/2007,20070818,07:24:04,962957,308.0993773,421083.6842,6515344.756,19.20433315,421073.9011,6515354.968,420807.3396,6515398.472,99.26913536,270.0881272,-28.8302419,Middle Bay,West Arm,West Arm,-404,2322.839318,-375,2517.70936,,,,,,,8,1,,,,100,none,light,calm,excellent,
4217,2009-06-28-K,2009-06-28-K-057,2009-06-28-K-053,6/28/2009,Y,MultiOb,1,3,2009,Volendam,Karin,Starboard,y,humpback whale,1,y,13,58.77098814,-136.3701942,58.77098814,-136.3701942,6/28/2009,6/28/2009,905,6/28/2009,15:03:20,6/28/2009,20090628,15:03:20,61231,131.9130097,420760.5768,6515362.124,12.6360629,420767.7247,6515358.396,419974.8218,6514743.796,232.219815,1003.208632,100.3068053,Middle Bay,West Arm,West Arm,-375,2576.714662,-161,3093.574181,,,,,,,6,1,G-Against,0-Parallel,DN-Dive-no-fluke,30,none,moderate,2',excellent,
4218,2009-05-25-N,2009-05-25-N-005,2009-05-25-N-005,5/25/2009,N,MultiOb,2,1,2009,Zaandam,Nat,Starboard,y,humpback whale,1,n,0,58.77156456,-136.3715853,58.77156456,-136.3715853,5/25/2009,5/25/2009,421,5/25/2009,8:48:34,5/25/2009,20090525,08:48:34,58987,308.2754499,420681.4517,6515427.944,17.09504721,420668.8996,6515436.575,417012.8189,6518825.135,312.82524,4984.904239,4.549790058,Middle Bay,West Arm,West Arm,-375,2609.162428,-429,1945.230747,,,,,,,5,0,U-Unsure,U-Unsure,BL-Blowing,50,none,strong,1',excellent,
4219,2007-08-26-K,2007-08-26-K-039,2007-08-26-K-039,8/26/2007,Y,Single,1,1,2007,Zaandam,Karin,Port,y,humpback whale,1,n,0,58.7721414,-136.3721824,58.7721414,-136.3721824,8/26/2007,8/26/2007,6584,8/26/2007,14:32:24,8/26/2007,20070826,14:32:24,1013324,127.6521175,420648.2382,6515492.872,19.12820157,420658.87,6515483.406,423219.3706,6512428.716,320.0296083,3985.887046,12.3774908,Middle Bay,West Arm,West Arm,-382,2604.300352,-257,3053.980883,,,,,,,8,1,,,,100,none,light,calm,excellent,
4220,2007-06-06-N,2007-06-06-N-031,2007-06-06-N-031,6/6/2007,Y,Single,1,1,2007,Island Princess,Nat,Port,y,humpback whale,1,n,0,58.77228448,-136.3595092,58.77228448,-136.3595092,6/6/2007,6/6/2007,3156,6/6/2007,18:49:33,6/6/2007,20070606,18:49:33,434265,129.8405984,421381.3785,6515493.86,18.4584145,421390.8468,6515483.356,421936.987,6516069.21,222.9907007,800.9333821,-86.84989764,Middle Bay,West Arm,West Arm,-290,1997.078541,-343,1205.844918,,,,,,,6,1,,,,90,none,moderate,1',excellent,
4221,2011-09-14-N,2011-09-14-N-025,2011-09-14-N-025,9/14/2011,Y,Single,1,1,2011,Zuiderdam,Nat,Starboard,y,humpback whale,1,n,0,58.77267793,0,58.77267793,-136.3649364,9/14/2011,9/14/2011,2199,9/14/2011,14:03:37,9/14/2011,20110914,14:03:37,401022,127.7947847,421068.4512,6515544.045,17.27198118,421080.9769,6515536.862,422171.5161,6516966.375,37.339089,1797.994366,-90.45569569,Middle Bay,West Arm,West Arm,-359,2219.464643,-354,527.5009781,,,,,,,9,0,W-With,0-Parallel,RE-Resting,100,moderate,strong,1',good,
4222,2009-06-28-K,2009-06-28-K-056,2009-06-28-K-054,6/28/2009,Y,MultiOb,1,2,2009,Volendam,Karin,Starboard,y,humpback whale,1,y,13,58.77273987,-136.3741313,58.77273987,-136.3741313,6/28/2009,6/28/2009,904,6/28/2009,15:02:34,6/28/2009,20090628,15:02:34,61222,131.766956,420536.914,6515561.811,12.61600561,420544.0714,6515558.1,420086.0949,6514669.341,207.261983,999.8180117,75.49502697,Middle Bay,West Arm,West Arm,-382,2650.467547,-131,3195.874294,,,,,,,6,1,W-With,0-Parallel,LF-Lunge-feed,30,none,moderate,2',excellent,
4223,2009-06-20-N,2009-06-20-N-023,2009-06-20-N-023,6/20/2009,Y,Single,1,1,2009,Coral Princess,Nat,Starboard,n,humpback whale,1,n,0,58.77334119,-136.3685487,58.77334119,-136.3685487,6/20/2009,6/20/2009,1141,6/20/2009,7:36:51,6/20/2009,20090620,07:36:51,137432,308.2422679,420861.083,6515622.149,18.35259519,420848.064,6515629.863,420833.9689,6515772.842,354.3699121,143.6727098,46.1276442,Middle Bay,West Arm,West Arm,-382,2356.625126,-382,2286.131307,,,,,,,6,1,A-Away,90-Perpendicular,BL-Blowing,40,none,light,calm,excellent,
4224,2009-06-29-N,2009-06-29-N-045,2009-06-29-N-045,6/29/2009,N,MultiOb,5,1,2009,Diamond Princess,Nat,Starboard,y,humpback whale,1,y,13,58.77383455,-136.3720631,58.77383455,-136.3720631,6/29/2009,6/29/2009,1506,6/29/2009,18:50:37,6/29/2009,20090629,18:50:37,182262,128.4942278,420659.0009,6515681.232,12.76731041,420685.3695,6515662.817,421216.9571,6513760.734,164.3855683,1974.969749,35.8913405,Middle Bay,West Arm,West Arm,-382,2481.51054,-117,3383.3141,,,,,,,6,1,T-Toward,90-Perpendicular,BL-Blowing,100,none,light,calm,good,
4225,2011-05-10-N,2011-05-10-N-043,2011-05-10-N-043,5/10/2011,Y,Single,1,1,2011,Oosterdam,Nat,Starboard,n,humpback whale,2,n,0,58.7741886,0,58.7741886,-136.3685609,5/10/2011,5/10/2011,43,5/10/2011,18:39:39,5/10/2011,20110510,18:39:39,5261,131.2392654,420862.3073,6515716.507,18.77847789,420874.3212,6515707.305,420649.824,6515366.197,213.3505858,408.354363,82.11132032,Middle Bay,West Arm,West Arm,-382,2297.587179,-375,2668.195757,,,,,,,5,0,A-Away,90-Perpendicular,DF-Dive-fluke-up,100,none,moderate,1',excellent,
4226,2007-06-03-K,2007-06-03-K-722,2007-06-03-K-722,6/3/2007,Y,Single,1,1,2007,Zaandam,Karin,Starboard,n,humpback whale,1,n,0,58.77463083,-136.3658584,58.77463083,-136.3658584,6/3/2007,6/3/2007,3043,6/3/2007,14:51:07,6/3/2007,20070603,14:51:07,414247,128.6490222,421019.5708,6515762.552,18.86756701,421033.3154,6515755.402,421256.1938,6515783.254,262.8769563,224.6118634,-45.77206587,Middle Bay,West Arm,West Arm,-359,2146.104851,-359,1933.580937,,,,,,,6,1,,,,50,none,none,2',excellent,
4227,2009-08-09-N,2009-08-09-N-042,2009-08-09-N-042,8/9/2009,N,MultiOb,3,1,2009,Pacific Princess,Nat,Starboard,y,humpback whale,1,n,0,58.77458573,-136.3765011,58.77458573,-136.3765011,8/9/2009,8/9/2009,2701,8/9/2009,18:20:54,8/9/2009,20090809,18:20:54,333393,128.2123501,420404.1071,6515770.127,15.89439664,420413.7615,6515763.799,423340.6858,6515156.644,101.7191154,2989.234567,-26.49323474,Middle Bay,West Arm,West Arm,-420,2620.397528,-413,1079.482499,,,,,,,8,1,T-Toward,90-Perpendicular,DF-Dive-fluke-up,100,moderate,moderate,calm,good,
4228,2009-07-25-N,2009-07-25-N-038,2009-07-25-N-038,7/25/2009,N,MultiOb,4,1,2009,Island Princess,Nat,Starboard,y,humpback whale,1,n,0,58.77525553,-136.3754417,58.77525553,-136.3754417,7/25/2009,7/25/2009,2277,7/25/2009,14:15:46,7/25/2009,20090725,14:15:46,281495,129.991434,420466.8918,6515843.439,19.15590003,420479.6693,6515835.331,423016.5313,6514262.595,121.7969744,2984.822704,-8.194459601,Middle Bay,West Arm,West Arm,-420,2523.920164,-413,2028.897668,,,,,,,7,1,A-Away,90-Perpendicular,BL-Blowing,20,none,moderate,1',excellent,
