OBJECTID,Event_ID,EvB_Wpt_Id,SwB_Wpt_ID,Event_Date,CPA,ObType,ObOrder,ObOrder2,Year_,Ship,Observer,ObLocation,Approx,Species,Count_,IS_WW,WW_Speed,LAT,LONG_,Y_PROJ,X_PROJ,NDateS,NDateD,WptID,DateD,TimeD,DateTim,DateTxt,TimeTxt,TrkID,Vessel_Azi,X_GPS_UTM,Y_GPS_UTM,Vessel_Kts,X_BB_UTM,Y_BB_UTM,X_MM_UTM,Y_MM_UTM,BB_MM_Azi,BB_MM_Dist,BB_MM_Bear,Subarea1,Subarea2,Subarea3,VslDepth_m,VslDstSh_m,MMDepth_m,MMDstSh_m,RadComment,RadContact,RadioBy,RadioResp,RadioTime,R_Contact,Month_,season,Direction,Orientation,Behavior,Clouds,Rain,Wind,SeaState,Visibility,Shape
4142,2011-07-22-N,2011-07-22-N-034,2011-07-22-N-034,7/22/2011,N,MultiOb,2,1,2011,Island Princess,Nat,Starboard,y,humpback whale,1,n,0,58.7560028,0,58.7560028,-136.3264735,7/22/2011,7/22/2011,1421,7/22/2011,16:56:42,7/22/2011,20110722,16:56:42,211695,126.2936597,423255.7396,6513642.882,14.24061531,423269.6053,6513636.421,426261.0627,6511003.23,131.3554214,3985.286831,5.061761714,Middle Bay,West Arm,West Arm,-400,2581.388095,-254,1667.830084,,,,,,,7,1,A-Away,90-Perpendicular,BL-Blowing,100,none,moderate,calm,good,
4143,2009-09-11-N,2009-09-11-N-031,2009-09-11-N-031,9/11/2009,Y,Single,1,1,2009,Veendam,Nat,Starboard,y,humpback whale,1,n,0,58.75602946,-136.3252624,58.75602946,-136.3252624,9/11/2009,9/11/2009,3594,9/11/2009,13:51:29,9/11/2009,20090911,13:51:29,449930,127.8371868,423325.8618,6513644.464,17.57742931,423336.9,6513637.156,423833.9456,6515055.721,19.30976339,1503.123172,-108.5274234,Middle Bay,West Arm,West Arm,-408,2570.661877,-417,1126.431806,,,,,,,9,0,U-Unsure,U-Unsure,BL-Blowing,100,moderate,strong,2',good,
4144,2010-08-13-N,2010-08-13-N-036,2010-08-13-N-035,8/13/2010,N,MultiOb,2,2,2010,Statendam,Nat,Starboard,y,humpback whale,1,n,0,58.75622165,0,58.75622165,-136.3325825,8/13/2010,8/13/2010,3093,8/13/2010,14:06:55,8/13/2010,20100813,14:06:55,355739,128.2915166,422902.8086,6513674.26,16.66305193,422915.4285,6513666.844,423270.6469,6513078.876,148.8619211,686.9402649,20.5704045,Middle Bay,West Arm,West Arm,-400,2625.076435,-224,3138.843463,,,,,,,8,1,T-Toward,90-Perpendicular,BL-Blowing,50,none,moderate,calm,excellent,
4145,2009-06-29-N,2009-06-29-N-024,2009-06-29-N-021,6/29/2009,N,MultiOb,3,4,2009,Diamond Princess,Nat,Starboard,y,humpback whale,1,y,13,58.75670923,-136.3286943,58.75670923,-136.3286943,6/29/2009,6/29/2009,1485,6/29/2009,12:14:51,6/29/2009,20090629,12:14:51,177513,309.6051274,423128.8247,6513724.076,13.15405241,423102.8181,6513742.999,422150.1396,6513928.534,281.0204802,970.5769227,-28.58464723,Middle Bay,West Arm,West Arm,-400,2523.041448,-339,2697.339826,,,,,,,6,1,A-Away,90-Perpendicular,DN-Dive-no-fluke,100,none,light,1',good,
4146,2012-05-22-N,2012-05-22-N-034,2012-05-22-N-034,5/22/2012,N,MultiOb,3,1,2012,Westerdam,Nat,Starboard,y,humpback whale,2,n,0,58.75694451,0,58.75694451,-136.3185572,5/22/2012,5/22/2012,320,5/22/2012,16:00:36,5/22/2012,20120522,16:00:36,60209,117.441825,423715.7691,6513738.686,14.33475328,423730.2692,6513733.41,424641.0411,6511965.652,152.7418787,1988.585145,35.3000537,Middle Bay,West Arm,West Arm,-411,2431.715753,-265,2088.632685,,,,,,,5,0,T-Toward,90-Perpendicular,BL-Blowing,100,light,moderate,calm,excellent,
4147,2010-05-17-N,2010-05-17-N-038,2010-05-17-N-038,5/17/2010,Y,Single,1,1,2010,Diamond Princess,Nat,Starboard,y,humpback whale,1,n,0,58.7568487,0,58.7568487,-136.3300365,5/17/2010,5/17/2010,357,5/17/2010,18:26:24,5/17/2010,20100517,18:26:24,42612,130.523124,423051.4822,6513741.144,19.4107161,423077.1823,6513721.807,426852.1729,6510492.394,130.5461905,4967.863153,0.02306657,Middle Bay,West Arm,West Arm,-400,2522.831483,-325,1904.350746,,,,,,,5,0,T-Toward,90-Perpendicular,BL-Blowing,30,none,light,2',excellent,
4148,2009-08-09-K,2009-08-09-K-054,2009-08-09-K-053,8/9/2009,Y,MultiOb,1,2,2009,Volendam,Karin,Starboard,n,humpback whale,1,n,0,58.75705658,-136.331099,58.75705658,-136.331099,8/9/2009,8/9/2009,1649,8/9/2009,14:45:00,8/9/2009,20090809,14:45:00,116388,127.6530588,422990.4773,6513765.509,18.20346464,422997.8824,6513762.321,423278.1026,6513308.767,148.2908844,533.1362373,20.63782563,Middle Bay,West Arm,West Arm,-400,2513.871825,-330,2909.653452,,,,,,,8,1,W-With,0-Parallel,DF-Dive-fluke-up,100,light,light,calm,excellent,
4149,2009-07-01-K,2009-07-01-K-068,2009-07-01-K-068,7/1/2009,N,MultiOb,2,1,2009,Zuiderdam,Karin,Starboard,y,humpback whale,1,y,13,58.75749763,-136.2947654,58.75749763,-136.2947654,7/1/2009,7/1/2009,995,7/1/2009,14:59:08,7/1/2009,20090701,14:59:08,67529,124.9191594,425093.3072,6513773.425,13.30397345,425106.1775,6513766.88,428046.3222,6509738.642,143.8749056,4987.098395,18.95574624,Middle Bay,West Arm,West Arm,-417,1663.658901,-388,2984.761253,,,,,,,7,1,A-Away,90-Perpendicular,BL-Blowing,100,none,light,calm,excellent,
4150,2012-08-05-N,2012-08-05-N-009,2012-08-05-N-009,8/5/2012,N,MultiOb,4,1,2012,Volendam,Nat,Starboard,y,humpback whale,1,n,0,58.75818084,0,58.75818084,-136.2914677,8/5/2012,8/5/2012,1547,8/5/2012,8:34:58,8/5/2012,20120805,08:34:58,308311,313.9736442,425285.5413,6513845.808,18.34173871,425277.8124,6513850.485,424770.1758,6514702.627,329.2169514,991.8871614,15.24330718,Middle Bay,West Arm,West Arm,-417,1458.272745,-322,1115.752838,captain PA,,,,,,8,1,GA-Ag/Away,45-45-degrees,RE-Resting,100,none,moderate,calm,excellent,
4151,2008-07-07-K,2008-07-07-K-070,2008-07-07-K-069,7/7/2008,N,MultiOb,3,2,2008,Amsterdam,Karin,Port,y,humpback whale,1,n,0,58.75817112,-136.3300311,58.75817112,-136.3300311,7/7/2008,7/7/2008,527,7/7/2008,14:23:08,7/7/2008,20080707,14:23:08,46654,127.9462865,423054.7201,6513888.366,16.96378658,423064.2469,6513875.865,423122.2612,6509588.923,359.2246766,4287.334717,51.27839007,Middle Bay,West Arm,West Arm,-400,2378.950469,-89,1751.544612,,,,,,,7,1,W/A-Wi/Aw,4-45-degrees,BL-Blowing,100,none,none,2',excellent,
4152,2010-08-01-N,2010-08-01-N-038,2010-08-01-N-038,8/1/2010,Y,Single,1,1,2010,Volendam,Nat,Starboard,y,humpback whale,2,n,0,58.75826156,0,58.75826156,-136.3225957,8/1/2010,8/1/2010,2763,8/1/2010,15:08:15,8/1/2010,20100801,15:08:15,310259,129.7597454,423485.0392,6513889.921,18.22209641,423493.0909,6513885.824,427825.5887,6511408.113,119.764794,4990.950646,-9.994951412,Middle Bay,West Arm,West Arm,-408,2311.854583,-349,1725.178765,,,,,,,8,1,T-Toward,90-Perpendicular,BL-Blowing,90,none,moderate,calm,excellent,
4153,2007-07-07-N,2007-07-07-N-026,2007-07-07-N-024,7/7/2007,Y,MultiOb,1,3,2007,Coral Princess,Nat,Port,y,humpback whale,1,n,0,58.7581417,-136.3365661,58.7581417,-136.3365661,7/7/2007,7/7/2007,4596,7/7/2007,13:34:29,7/7/2007,20070707,13:34:29,666409,127.7638417,422676.6196,6513892.614,19.87347801,422687.2529,6513881.846,421945.7063,6516283.323,162.8399535,2513.360965,-144.9238882,Middle Bay,West Arm,West Arm,-367,2493.132214,-343,1088.768783,,,,,,,7,1,,,,50,none,light,1',excellent,
4154,2007-08-06-K,2007-08-06-K-036,2007-08-06-K-036,8/6/2007,Y,Single,1,1,2007,Pacific Princess,Karin,Starboard,n,humpback whale,1,n,0,58.75829794,-136.3384801,58.75829794,-136.3384801,8/6/2007,8/6/2007,5793,8/6/2007,14:23:13,8/6/2007,20070806,14:23:13,878195,127.1105334,422566.2471,6513912.219,14.14235538,422575.2239,6513906.681,423166.6446,6513817.125,278.6105983,598.1627852,-28.49993509,Middle Bay,West Arm,West Arm,-367,2519.473946,-400,2424.427221,,,,,,,8,1,,,,100,none,light,calm,good,
4155,2007-06-17-K,2007-06-17-K-047,2007-06-17-K-047,6/17/2007,N,MultiOb,2,1,2007,Zaandam,Karin,Port,n,humpback whale,1,n,0,58.75854914,-136.3215025,58.75854914,-136.3215025,6/17/2007,6/17/2007,3648,6/17/2007,14:40:20,6/17/2007,20070617,14:40:20,518451,130.9231473,423548.9077,6513920.69,18.13096403,423559.4604,6513908.895,424115.0522,6512649.109,336.2015217,1376.859908,25.2783744,Middle Bay,West Arm,West Arm,-416,2278.054979,-229,2880.710479,,,,,,,6,1,,,,100,none,strong,calm,excellent,
4156,2010-06-12-N,2010-06-12-N-042,2010-06-12-N-042,6/12/2010,N,MultiOb,5,1,2010,Royal Princess,Nat,Starboard,y,humpback whale,1,n,0,58.75835166,0,58.75835166,-136.3426193,6/12/2010,6/12/2010,1263,6/12/2010,16:44:11,6/12/2010,20100612,16:44:11,133044,128.7821259,422326.9291,6513922.99,15.16554174,422334.1815,6513918.445,424400.0859,6510502.21,148.8373341,3992.320785,20.05520826,Middle Bay,West Arm,West Arm,-339,2617.248425,-91,796.0868031,,,,,,,6,1,U-Unsure,U-Unsure,BL-Blowing,100,light,strong,2',good,
4157,2009-08-08-N,2009-08-08-N-037,2009-08-08-N-037,8/8/2009,N,MultiOb,2,1,2009,Island Princess,Nat,Starboard,y,humpback whale,1,n,0,58.75841612,-136.3425026,58.75841612,-136.3425026,8/8/2009,8/8/2009,2641,8/8/2009,13:58:39,8/8/2009,20090808,13:58:39,326751,130.5454255,422333.8219,6513930.031,18.7448619,422346.5204,6513921.8,424831.9248,6514025.999,87.59933028,2487.587672,-42.94609521,Middle Bay,West Arm,West Arm,-339,2607.846712,-414,1694.941063,,,,,,,8,1,GA-Ag/Away,45-45-degrees,RE-Resting,100,moderate,moderate,calm,good,
4158,2012-06-06-N,2012-06-06-N-041,2012-06-06-N-041,6/6/2012,Y,Single,1,1,2012,Zuiderdam,Nat,Starboard,n,humpback whale,1,n,0,58.75868451,0,58.75868451,-136.3234668,6/6/2012,6/6/2012,612,6/6/2012,13:58:25,6/6/2012,20120606,13:58:25,112528,126.8631576,423435.5767,6513938.004,18.50200084,423449.0176,6513930.426,423868.088,6513923.935,90.88739201,419.1207053,-35.97576555,Middle Bay,West Arm,West Arm,-416,2267.508647,-417,2205.222125,,,,,,,6,1,WT-With/To,45-45-degrees,DF-Dive-fluke-up,50,none,moderate,1',excellent,
4159,2011-09-02-N,2011-09-02-N-004,2011-09-02-N-003,9/2/2011,Y,MultiOb,1,2,2011,Statendam,Nat,Starboard,y,humpback whale,1,n,0,58.75867085,0,58.75867085,-136.3336745,9/2/2011,9/2/2011,2006,9/2/2011,8:08:14,9/2/2011,20110902,08:08:14,357109,308.7244141,422845.0685,6513948.192,16.59103904,422832.505,6513955.702,423037.6214,6514516.268,20.09807486,596.9139772,71.37366071,Middle Bay,West Arm,West Arm,-367,2381.32709,-416,1781.529572,,,,,,,9,0,W-With,0-Parallel,BL-Blowing,100,none,moderate,calm,excellent,
4160,2012-06-26-N,2012-06-26-N-028,2012-06-26-N-028,6/26/2012,Y,Single,1,1,2012,Westerdam,Nat,Starboard,y,humpback whale,1,n,0,58.75879884,0,58.75879884,-136.3331469,6/26/2012,6/26/2012,975,6/26/2012,16:20:34,6/26/2012,20120626,16:20:34,178129,128.0850109,422875.869,6513961.834,12.14407637,422885.8908,6513951.439,427065.1579,6511232.432,123.0477931,4985.907279,-5.03721786,Middle Bay,West Arm,West Arm,-367,2358.453472,-380,2083.168137,y tried,Attempted,Observer,,,n,6,1,W-With,0-Parallel,DF-Dive-fluke-up,100,light,moderate,1',good,
4161,2009-08-09-K,2009-08-09-K-053,2009-08-09-K-053,8/9/2009,N,MultiOb,2,1,2009,Volendam,Karin,Starboard,y,humpback whale,1,n,0,58.75907913,-136.3363501,58.75907913,-136.3363501,8/9/2009,8/9/2009,1648,8/9/2009,14:44:19,8/9/2009,20090809,14:44:19,116380,127.6506397,422691.1968,6513996.731,18.10239895,422698.6021,6513993.544,423140.7724,6513335.2,146.1130686,793.0513716,18.46242893,Middle Bay,West Arm,West Arm,-367,2391.466375,-330,2903.244077,,,,,,,8,1,T-Toward,90-Perpendicular,BL-Blowing,100,light,light,calm,excellent,
4162,2009-06-29-N,2009-06-29-N-025,2009-06-29-N-021,6/29/2009,N,MultiOb,2,5,2009,Diamond Princess,Nat,Starboard,y,humpback whale,1,y,13,58.75959487,-136.335655,58.75959487,-136.335655,6/29/2009,6/29/2009,1486,6/29/2009,12:16:08,6/29/2009,20090629,12:16:08,177528,309.775457,422732.5507,6514053.348,13.14785804,422706.6004,6514072.347,422235.4811,6514103.838,273.8240871,472.1706508,-35.95136991,Middle Bay,West Arm,West Arm,-367,2323.234721,-339,2503.000011,,,,,,,6,1,A-Away,90-Perpendicular,DN-Dive-no-fluke,100,none,light,1',good,
4163,2007-07-28-N,2007-07-28-N-022,2007-07-28-N-021,7/28/2007,N,MultiOb,2,2,2007,Island Princess,Nat,Port,y,humpback whale,1,n,0,58.75968673,-136.3390168,58.75968673,-136.3390168,7/28/2007,7/28/2007,5393,7/28/2007,14:09:24,7/28/2007,20070728,14:09:24,816049,129.8334137,422538.2906,6514067.456,17.09603817,422548.5281,6514056.312,426731.6206,6516790.636,236.8289192,4997.478691,-73.00449446,Middle Bay,West Arm,West Arm,-367,2392.166567,214748364,0,,,,,,,7,1,,,,100,moderate,moderate,calm,good,
4164,2012-06-06-N,2012-06-06-N-040,2012-06-06-N-040,6/6/2012,Y,Single,1,1,2012,Zuiderdam,Nat,Starboard,y,humpback whale,1,n,0,58.75998136,0,58.75998136,-136.3269716,6/6/2012,6/6/2012,611,6/6/2012,13:57:59,6/6/2012,20120606,13:57:59,112523,126.5281103,423235.6947,6514086.396,18.6047668,423249.1797,6514078.896,423921.416,6513946.534,101.1389585,685.1433247,-25.38915178,Middle Bay,West Arm,West Arm,-413,2147.006501,-417,2166.010263,,,,,,,6,1,WT-With/To,45-45-degrees,BL-Blowing,50,none,moderate,1',excellent,
4165,2012-08-05-N,2012-08-05-N-010,2012-08-05-N-009,8/5/2012,N,MultiOb,3,2,2012,Volendam,Nat,Starboard,n,humpback whale,1,n,0,58.76069281,0,58.76069281,-136.2966093,8/5/2012,8/5/2012,1548,8/5/2012,8:35:41,8/5/2012,20120805,08:35:41,308320,314.7832391,424993.5265,6514131.218,18.31930564,424985.8645,6514136.004,424795.5915,6514668.704,340.3439769,565.6615228,25.56073774,Middle Bay,West Arm,West Arm,-416,1533.19831,-413,1131.05821,,,,,,,8,1,GA-Ag/Away,45-45-degrees,RE-Resting,100,none,moderate,calm,excellent,
4166,2009-07-29-N,2009-07-29-N-011,2009-07-29-N-011,7/29/2009,Y,Single,1,1,2009,Island Princess,Nat,Starboard,y,humpback whale,1,n,0,58.76060145,-136.3410018,58.76060145,-136.3410018,7/29/2009,7/29/2009,2342,7/29/2009,12:06:59,7/29/2009,20090729,12:06:59,290070,306.5066993,422425.5116,6514171.59,18.84866712,422412.265,6514178.906,420879.5243,6516136.19,321.9356467,2486.011213,15.4289474,Middle Bay,West Arm,West Arm,-339,2351.124866,-320,2041.902651,,,,,,,7,1,GA-Ag/Away,45-45-degrees,DF-Dive-fluke-up,0,none,moderate,calm,excellent,
4167,2007-09-16-K,2007-09-16-K-032,2007-09-16-K-032,9/16/2007,Y,Single,1,1,2007,Volendam,Karin,Port,y,humpback whale,1,n,0,58.7606727,-136.3465527,58.7606727,-136.3465527,9/16/2007,9/16/2007,7384,9/16/2007,17:45:12,9/16/2007,20070916,17:45:12,1158296,128.7895168,422104.5836,6514185.963,18.99103174,422109.2652,6514180.917,421726.5454,6512867.587,16.24674131,1367.958423,67.4572245,Middle Bay,West Arm,West Arm,-339,2504.130407,-200,3830.598946,,,,,,,9,0,,,,100,none,light,1',excellent,
4168,2006-08-26-K,2006-08-26-K-852,2006-08-26-K-852,8/26/2006,Y,Single,1,1,2006,Island Princess,Karin,port,y,humpback whale,1,n,0,58.76088635,-136.3331863,58.76088635,-136.3331863,8/26/2006,8/26/2006,1877,8/26/2006,14:28:29,8/26/2006,20060826,14:28:29,220297,127.0169336,422878.2149,6514194.287,15.05835194,422888.6437,6514183.849,427157.9405,6512803.72,287.9143868,4486.830886,-19.10254679,Middle Bay,West Arm,West Arm,-367,2138.572023,-356,577.6468402,,,,,,,8,1,,,,100,none,strong,2-3',excellent,
4169,2011-05-17-N,2011-05-17-N-045,2011-05-17-N-043,5/17/2011,Y,MultiOb,1,3,2011,Oosterdam,Nat,Starboard,n,humpback whale,1,n,0,58.76085995,0,58.76085995,-136.3357724,5/17/2011,5/17/2011,156,5/17/2011,19:15:24,5/17/2011,20110517,19:15:24,17278,128.7835214,422728.5706,6514194.327,18.4689855,422740.9677,6514185.648,422910.6027,6513568.441,164.6321341,640.095046,35.84861272,Middle Bay,West Arm,West Arm,-367,2195.426375,-400,2724.882497,,,,,,,5,0,WT-With/To,45-45-degrees,DN-Dive-no-fluke,90,none,moderate,1',excellent,
4170,2009-06-29-N,2009-06-29-N-026,2009-06-29-N-021,6/29/2009,Y,MultiOb,1,6,2009,Diamond Princess,Nat,Starboard,n,humpback whale,1,y,13,58.76101937,-136.3391496,58.76101937,-136.3391496,6/29/2009,6/29/2009,1487,6/29/2009,12:16:47,6/29/2009,20090629,12:16:47,177536,309.161479,422533.576,6514215.976,12.82416458,422507.4236,6514234.696,422298.7753,6514165.21,251.5806371,219.9146854,-57.58084185,Middle Bay,West Arm,West Arm,-367,2262.950769,-339,2418.002491,,,,,,,6,1,GT-Ag/To,45-45-degrees,DN-Dive-no-fluke,100,none,light,1',good,
4171,2008-07-07-K,2008-07-07-K-069,2008-07-07-K-069,7/7/2008,N,MultiOb,4,1,2008,Amsterdam,Karin,Port,y,humpback whale,1,n,0,58.76119103,-136.337831,58.76119103,-136.337831,7/7/2008,7/7/2008,526,7/7/2008,14:22:03,7/7/2008,20080707,14:22:03,46641,127.7875521,422610.2312,6514233.563,17.00311659,422621.0181,6514222.669,422445.3354,6509736.61,2.242666873,4489.497353,54.45511477,Middle Bay,West Arm,West Arm,-367,2211.549719,-159,2416.496035,,,,,,,7,1,U-Unsure,U - Unsure,BL-Blowing,100,none,none,2',excellent,
4172,2012-05-02-N,2012-05-02-N-007,2012-05-02-N-007,5/2/2012,Y,Single,1,1,2012,Zaandam,Nat,Starboard,y,humpback whale,1,n,0,58.76181322,0,58.76181322,-136.3435231,5/2/2012,5/2/2012,7,5/2/2012,11:09:17,5/2/2012,20120502,11:09:17,820,308.6683126,422282.3732,6514309.421,17.84850898,422268.475,6514317.982,420502.9957,6514580.697,278.4639014,1784.919247,-30.20441115,Middle Bay,West Arm,West Arm,-400,2303.262506,-196,3258.94088,,,,,,,5,0,GT-Ag/To,45-45-degrees,DN-Dive-no-fluke,100,none,light,1',good,
4173,2012-08-05-N,2012-08-05-N-011,2012-08-05-N-009,8/5/2012,N,MultiOb,2,3,2012,Volendam,Nat,Starboard,y,humpback whale,1,n,0,58.76233634,0,58.76233634,-136.2998964,8/5/2012,8/5/2012,1549,8/5/2012,8:36:09,8/5/2012,20120805,08:36:09,308326,314.7718865,424806.9372,6514317.882,18.27251823,424799.2743,6514322.666,424765.9589,6514765.723,355.6997674,444.306882,40.92788094,Middle Bay,West Arm,West Arm,-413,1438.308994,-322,1064.783344,,,,,,,8,1,GA-Ag/Away,45-45-degrees,DN-Dive-no-fluke,100,none,moderate,calm,excellent,
4174,2007-07-08-N,2007-07-08-N-027,2007-07-08-N-026,7/8/2007,Y,MultiOb,1,2,2007,Zaandam,Nat,Port,n,humpback whale,1,n,0,58.7622267,-136.3418917,58.7622267,-136.3418917,7/8/2007,7/8/2007,4625,7/8/2007,14:35:23,7/8/2007,20070708,14:35:23,672784,132.1001848,422377.6556,6514353.564,18.66827587,422388.2632,6514342.631,422900.2016,6513060.217,338.2381672,1380.821184,26.13798237,Middle Bay,West Arm,West Arm,-400,2215.698439,-262,3220.324028,,,,,,,7,1,,,,50,none,light,calm,excellent,
4175,2009-08-10-N,2009-08-10-N-034,2009-08-10-N-034,8/10/2009,Y,Single,1,1,2009,Zaandam,Nat,Starboard,y,humpback whale,1,n,0,58.76214892,-136.3500829,58.76214892,-136.3500829,8/10/2009,8/10/2009,2744,8/10/2009,15:23:14,8/10/2009,20090810,15:23:14,340265,128.3553928,421903.7018,6514354.423,17.89422216,421916.2418,6514345.775,420741.3432,6513406.426,231.3571555,1504.248157,103.0017627,Middle Bay,West Arm,West Arm,-400,2488.424437,-134,3872.299542,,,,,,,8,1,G-Against,0-Parallel,DN-Dive-no-fluke,50,none,moderate,calm,excellent,
4176,2011-05-17-N,2011-05-17-N-044,2011-05-17-N-043,5/17/2011,N,MultiOb,2,2,2011,Oosterdam,Nat,Starboard,n,humpback whale,1,n,0,58.76229971,0,58.76229971,-136.3393585,5/17/2011,5/17/2011,155,5/17/2011,19:14:56,5/17/2011,20110517,19:14:56,17272,128.9886132,422524.3439,6514358.76,18.54090552,422536.7099,6514350.037,422965.2919,6513625.23,149.4039718,842.0380417,20.41535864,Middle Bay,West Arm,West Arm,-415,2139.465425,-400,2655.978679,,,,,,,5,0,T-Toward,90-Perpendicular,DN-Dive-no-fluke,90,none,moderate,1',excellent,
4177,2009-07-25-N,2009-07-25-N-041,2009-07-25-N-038,7/25/2009,Y,MultiOb,1,4,2009,Island Princess,Nat,Starboard,n,humpback whale,1,n,0,58.76245519,-136.3439404,58.76245519,-136.3439404,7/25/2009,7/25/2009,2280,7/25/2009,14:19:42,7/25/2009,20090725,14:19:42,281542,127.9416049,422259.6726,6514381.377,18.97754117,422272.7319,6514373.732,422126.4924,6514048.403,204.2045407,356.6856515,76.26293583,Middle Bay,West Arm,West Arm,-400,2255.376777,-339,2607.18963,,,,,,,7,1,A-Away,90-Perpendicular,DF-Dive-fluke-up,20,none,moderate,1',excellent,
4178,2007-06-30-K,2007-06-30-K-041,2007-06-30-K-037,6/30/2007,Y,MultiOb,1,5,2007,Island Princess,Karin,Port,y,humpback whale,1,n,0,58.7626805,-136.3436354,58.7626805,-136.3436354,6/30/2007,6/30/2007,4290,6/30/2007,14:06:00,6/30/2007,20070630,14:06:00,611199,129.6709919,422277.8134,6514406.108,17.85212963,422287.3128,6514395.631,422702.5368,6513752.091,327.1691337,765.86854,17.49814182,Middle Bay,West Arm,West Arm,-400,2224.734088,-286,2614.306771,,,,,,,6,1,,,,100,light,moderate,calm,good,
4179,2012-08-05-N,2012-08-05-N-012,2012-08-05-N-009,8/5/2012,Y,MultiOb,1,4,2012,Volendam,Nat,Starboard,n,humpback whale,1,n,0,58.76340017,0,58.76340017,-136.3020583,8/5/2012,8/5/2012,1550,8/5/2012,8:36:27,8/5/2012,20120805,08:36:27,308329,314.529097,424684.1905,6514438.749,18.43788385,424676.5074,6514443.502,424847.1807,6514675.644,36.32373481,288.1307349,81.79463778,Middle Bay,West Arm,West Arm,-413,1385.705187,-413,1099.228026,,,,,,,8,1,GA-Ag/Away,45-45-degrees,DF-Dive-fluke-up,100,none,moderate,calm,excellent,
4180,2008-07-21-N,2008-07-21-N-036,2008-07-21-N-033,7/21/2008,Y,MultiOb,1,4,2008,Sapphire Princess,Nat,Starboard,n,humpback whale,1,n,0,58.76355833,-136.3405977,58.76355833,-136.3405977,7/21/2008,7/21/2008,1869,7/21/2008,18:08:38,7/21/2008,20080721,18:08:38,299460,123.6974379,422455.4678,6514500.319,19.06932221,422484.9479,6514483.064,422974.8142,6514047.264,311.6572519,655.6603142,7.959813934,Middle Bay,West Arm,West Arm,-400,2049.830754,-413,2246.938496,Bridge called me to let me know about it and told me they were altering course to avoid it.,y,Bridge,Changed course,,y,7,1,A-Away,90-Perpendicular,DN-Dive-no-fluke,100,none,moderate,1',good,
4181,2010-08-13-N,2010-08-13-N-035,2010-08-13-N-035,8/13/2010,N,MultiOb,3,1,2010,Statendam,Nat,Starboard,y,humpback whale,1,n,0,58.76367384,0,58.76367384,-136.351401,8/13/2010,8/13/2010,3092,8/13/2010,14:04:16,8/13/2010,20100813,14:04:16,355707,128.409202,421830.8848,6514525.732,16.71600395,421843.4895,6514518.291,423789.8356,6512972.575,128.4553069,2485.458172,0.046104808,Middle Bay,West Arm,West Arm,-400,2403.38495,-288,3102.941436,,,,,,,8,1,T-Toward,90-Perpendicular,BL-Blowing,50,none,moderate,calm,excellent,
4182,2010-05-12-N,2010-05-12-N-010,2010-05-12-N-010,5/12/2010,Y,Single,1,1,2010,Amsterdam,Nat,Starboard,y,humpback whale,1,n,0,58.76389663,0,58.76389663,-136.3375138,5/12/2010,5/12/2010,133,5/12/2010,11:52:57,5/12/2010,20100512,11:52:57,12845,311.3173237,422634.591,6514534.418,19.7515453,422622.5146,6514543.702,423154.31,6515388.623,32.18640726,998.3476966,80.86908355,Middle Bay,West Arm,West Arm,-415,1932.790253,-415,936.8981141,,,,,,,5,0,G-Against,0-Parallel,BL-Blowing,100,moderate,moderate,1',poor,
4183,2009-07-25-N,2009-07-25-N-040,2009-07-25-N-038,7/25/2009,N,MultiOb,2,3,2009,Island Princess,Nat,Starboard,n,humpback whale,1,n,0,58.76398447,-136.3478675,58.76398447,-136.3478675,7/25/2009,7/25/2009,2279,7/25/2009,14:19:13,7/25/2009,20090725,14:19:13,281536,127.972831,422035.9544,6514556.198,19.0626647,422049.0095,6514548.546,422353.6535,6514229.501,136.3226778,441.1318578,8.349846828,Middle Bay,West Arm,West Arm,-400,2248.037468,-339,2334.878468,,,,,,,7,1,A-Away,90-Perpendicular,BL-Blowing,20,none,moderate,1',excellent,
4184,2011-09-05-N,2011-09-05-N-006,2011-09-05-N-006,9/5/2011,Y,Single,1,1,2011,Coral Princess,Nat,Starboard,y,humpback whale,1,n,0,58.76420089,0,58.76420089,-136.3389345,9/5/2011,9/5/2011,2067,9/5/2011,10:32:39,9/5/2011,20110905,10:32:39,369738,312.2623987,422553.0954,6514569.933,15.78359677,422539.2367,6514578.473,421486.8036,6517903.512,342.4365077,3487.620803,30.17410894,Middle Bay,West Arm,West Arm,-415,1940.346702,-96,358.9001253,,,,,,,9,0,W-With,0-Parallel,RE-Resting,100,light,moderate,calm,good,
4185,2010-08-30-K,2010-08-30-K-051,2010-08-30-K-051,8/30/2010,Y,Single,1,1,2010,Zaandam,Karin,Port,y,humpback whale,1,n,0,58.76445184,0,58.76445184,-136.3149878,8/30/2010,8/30/2010,510,8/30/2010,14:57:25,8/30/2010,20100830,14:57:25,37774,126.8615667,423938.6641,6514570.44,18.36060301,423949.6257,6514559.722,423678.0682,6513920.929,203.0308473,694.1179036,76.16928067,Middle Bay,West Arm,West Arm,-418,1577.660278,-416,2268.16985,,,,,,,8,1,A-Away,90-Perpendicular,BL-Blowing,100,light,light,1',excellent,
