"","X","cruise_event_ID","unique_event_ID","same_whale_ID","event_date","CPA","ob_type","ob_order_CPA","ob_order_time","year","ship","observer","observer_location","approx","species","count","IS_WW","WW_Speed","LAT","LONG","Y_PROJ","X_PROJ","NDateS","NDateD","waypoint_ID","DateD","TimeD","DateTime","DateTxt","TimeTxt","track_ID","vessel_azimuth","X_GPS_UTM","Y_GPS_UTM","ship_speed","X_ship_UTM","Y_ship_UTM","X_whale_UTM","Y_whale_UTM","ship_whale_azimuth","ship_whale_dist","ship_whale_bearing","subarea_1","subarea_2","subarea_3","ship_depth_m","ship_dist_shore_m","whale_depth_m","whale_dist_shore_m","radio_comm","radio_contact","radio_by","radio_resp","radio_time","radio_y_n","month","season","whale_direction","whale_orientation","whale_behavior","clouds","rain","wind","waves","visibility","shape_fn","val_beh","num_beh","num_obs","duplicate","new_beh","n_row"
"1324",2609,"2009-09-09-N","2009-09-09-N-066","2009-09-09-N-066","9/9/2009","N","MultiOb",3,1,2009,"Zuiderdam","Nat","Starboard","y","humpback whale",1,"n",0,58.53643281,-136.0638291,58.53643281,-136.0638291,"9/9/2009","9/9/2009",3558,"9/9/2009","1/0/1900","9/9/2009",20090909,"15:46:06",444528,176.7328729,438062.6892,6488925.898,14.02083023,438064.4456,6488912.677,437449.2087,6485989.333,191.8848292,2987.382953,15.15195632,"Lower Bay","Middle Bay","Middle Bay",-98,3143.905609,-92,1326.221067,"","","","","","",9,0,"T-Toward","90-Perpendicular","BL-Blowing","100","light","moderate","calm","good",NA,"1",1,3,0,1,3
"1325",2610,"2009-09-09-N","2009-09-09-N-067","2009-09-09-N-066","9/9/2009","N","MultiOb",2,2,2009,"Zuiderdam","Nat","Starboard","y","humpback whale",1,"n",0,58.52855676,-136.0623795,58.52855676,-136.0623795,"9/9/2009","9/9/2009",3559,"9/9/2009","1/0/1900","9/9/2009",20090909,"15:48:21",444555,174.917483,438133.2156,6488047.692,12.02408533,438135.3899,6488034.533,438108.0914,6487248.228,181.9883637,786.7792887,7.070880662,"Lower Bay","Middle Bay","Middle Bay",-97,2574.128018,-97,2223.640056,"","","","","","",9,0,"A-Away","90-Perpendicular","BL-Blowing","100","light","moderate","calm","good",NA,"1",1,3,0,1,3
"1326",2611,"2009-09-09-N","2009-09-09-N-068","2009-09-09-N-066","9/9/2009","Y","MultiOb",1,3,2009,"Zuiderdam","Nat","Starboard","n","humpback whale",1,"y",13,58.52494466,-136.0617016,58.52494466,-136.0617016,"9/9/2009","9/9/2009",3560,"9/9/2009","1/0/1900","9/9/2009",20090909,"15:49:29",444569,176.4257945,438166.3312,6487644.92,11.23122661,438168.1584,6487631.708,438331.4385,6487565.104,112.1912215,176.3419995,-64.23457299,"Lower Bay","Lower Bay","Middle Bay",-96,2354.245122,-96,2178.309204,"","","","","","",9,0,"GA-Ag/Away","45-45-degrees","BL-Blowing","100","light","moderate","calm","good",NA,"1",1,3,0,1,3
"1327",2612,"2009-09-11-N","2009-09-11-N-002","2009-09-11-N-002","9/11/2009","N","MultiOb",2,1,2009,"Veendam","Nat","Starboard","y","humpback whale",1,"y",13,58.44619769,-136.0022933,58.44619769,-136.0022933,"9/11/2009","9/11/2009",3565,"9/11/2009","1/0/1900","9/11/2009",20090911,"06:36:17",444707,313.3312377,441495.356,6478824.559,14.0545069,441485.0681,6478832.89,441801.02,6479776.591,18.51058405,995.1873931,65.17934639,"Lower Bay","Lower Bay","Lower Bay",-46,1979.444308,-41,1089.821063,"","","","","","",9,0,"U-Unsure","U-Unsure","BL-Blowing","100","none","moderate","1'","good",NA,"1",1,2,0,1,2
"1328",2613,"2009-09-11-N","2009-09-11-N-003","2009-09-11-N-002","9/11/2009","Y","MultiOb",1,2,2009,"Veendam","Nat","Starboard","y","humpback whale",1,"y",13,58.45266927,-136.0154348,58.45266927,-136.0154348,"9/11/2009","9/11/2009",3566,"9/11/2009","1/0/1900","9/11/2009",20090911,"06:38:42",444736,314.4415827,440739.1958,6479556.57,14.25072938,440729.0713,6479565.099,441038.853,6479557.616,91.38364616,309.8720314,136.9420634,"Lower Bay","Lower Bay","Lower Bay",-56,1957.902442,-48,1728.648618,"","","","","","",9,0,"G-Against","0-Parallel","BL-Blowing","100","none","moderate","1'","good",NA,"1",1,2,0,1,2
"1329",2616,"2009-09-11-N","2009-09-11-N-006","2009-09-11-N-006","9/11/2009","N","MultiOb",3,1,2009,"Veendam","Nat","Starboard","y","humpback whale",2,"y",13,58.48491244,-136.0494701,58.48491244,-136.0494701,"9/11/2009","9/11/2009",3569,"9/11/2009","1/0/1900","9/11/2009",20090911,"06:48:35",444855,346.3260097,438809.0438,6483176.8,13.9551277,438804.9517,6483189.389,439519.2396,6485046.403,21.03890003,1989.650346,34.71289032,"Lower Bay","Lower Bay","Lower Bay",-88,2317.857356,-91,779.2319821,"","","","","","",9,0,"G-Against","0-Parallel","BL-Blowing","100","none","moderate","2'","good",NA,"1",2,3,0,1,4
"1330",2617,"2009-09-11-N","2009-09-11-N-007","2009-09-11-N-006","9/11/2009","N","MultiOb",2,2,2009,"Veendam","Nat","Starboard","y","humpback whale",2,"y",13,58.48845296,-136.0513877,58.48845296,-136.0513877,"9/11/2009","9/11/2009",3570,"9/11/2009","1/0/1900","9/11/2009",20090911,"06:49:32",444866,343.9186175,438703.4075,6483572.724,13.90727794,438698.7902,6483585.131,439058.4782,6484507.454,21.30479918,989.9779203,37.38618166,"Lower Bay","Lower Bay","Lower Bay",-89,2409.54124,-89,1484.179762,"","","","","","",9,0,"G-Against","0-Parallel","BL-Blowing","100","none","moderate","2'","good",NA,"1",2,3,0,1,4
"1331",2618,"2009-09-11-N","2009-09-11-N-008","2009-09-11-N-006","9/11/2009","Y","MultiOb",1,3,2009,"Veendam","Nat","Starboard","n","humpback whale",2,"y",13,58.49227628,-136.0536526,58.49227628,-136.0536526,"9/11/2009","9/11/2009",3571,"9/11/2009","1/0/1900","9/11/2009",20090911,"06:50:35",444879,343.6569158,438578.0446,6484000.455,13.96115081,438573.3707,6484012.84,438667.0701,6484087.028,51.62892337,119.5135001,67.97200759,"Lower Bay","Lower Bay","Lower Bay",-90,2176.693843,-90,2057.738021,"","","","","","",9,0,"G-Against","0-Parallel","DF-Dive-fluke-up","100","none","moderate","2'","good",NA,"2",2,3,1,1,4
"1332",2620,"2009-09-11-N","2009-09-11-N-014","2009-09-11-N-014","9/11/2009","N","MultiOb",2,1,2009,"Veendam","Nat","Starboard","y","humpback whale",1,"n",0,58.70972003,-136.2318877,58.70972003,-136.2318877,"9/11/2009","9/11/2009",3577,"9/11/2009","1/0/1900","9/11/2009",20090911,"07:44:03",445521,322.0410559,428632.9636,6508385.568,17.22522801,428624.0559,6508395.36,428828.3614,6512380.767,2.934608582,3990.639817,40.89355273,"Middle Bay","Middle Bay","Middle Bay",-370,3722.232256,-75,670.3687692,"","","","","","",9,0,"A-Away","90-Perpendicular","BL-Blowing","100","light","moderate","2'","good",NA,"1",1,2,0,1,2
"1333",2621,"2009-09-11-N","2009-09-11-N-017","2009-09-11-N-014","9/11/2009","Y","MultiOb",1,2,2009,"Veendam","Nat","Starboard","y","humpback whale",1,"n",0,58.72120575,-136.2498028,58.72120575,-136.2498028,"9/11/2009","9/11/2009",3580,"9/11/2009","1/0/1900","9/11/2009",20090911,"07:47:09",445558,322.174941,427619.0059,6509683.522,17.19776462,427610.1211,6509693.335,427150.5248,6511108.415,342.0069996,1487.844188,19.83205864,"Middle Bay","Middle Bay","Middle Bay",-393,2551.044909,-380,2185.679781,"","","","","","",9,0,"A-Away","90-Perpendicular","BL-Blowing","100","light","moderate","2'","good",NA,"1",1,2,0,1,2
"1334",2622,"2009-09-11-N","2009-09-11-N-015","2009-09-11-N-015","9/11/2009","N","MultiOb",2,1,2009,"Veendam","Nat","Starboard","n","humpback whale",1,"n",0,58.71487943,-136.2399277,58.71487943,-136.2399277,"9/11/2009","9/11/2009",3578,"9/11/2009","1/0/1900","9/11/2009",20090911,"07:45:26",445537,322.1156206,428177.8391,6508968.569,17.19778651,428168.9441,6508978.373,428041.2429,6509320.735,339.5444541,365.4030662,17.42883349,"Middle Bay","Middle Bay","Middle Bay",-379,3222.837755,-382,3022.815489,"","","","","","",9,0,"T-Toward","90-Perpendicular","BL-Blowing","100","light","moderate","2'","good",NA,"1",1,2,0,1,2
"1335",2623,"2009-09-11-N","2009-09-11-N-016","2009-09-11-N-015","9/11/2009","Y","MultiOb",1,2,2009,"Veendam","Nat","Starboard","y","humpback whale",1,"n",0,58.71701044,-136.2432616,58.71701044,-136.2432616,"9/11/2009","9/11/2009",3579,"9/11/2009","1/0/1900","9/11/2009",20090911,"07:46:01",445544,321.8960703,427989.1436,6509209.398,17.22243567,427980.2111,6509219.168,427876.1115,6509306.965,310.1440188,136.1800439,-11.75205155,"Middle Bay","Middle Bay","Middle Bay",-382,2982.166483,-382,2862.802933,"","","","","","",9,0,"WT-With/To","45-45-degrees","BL-Blowing","100","light","moderate","2'","good",NA,"1",1,2,0,1,2
"1336",2625,"2009-09-11-N","2009-09-11-N-035","2009-09-11-N-035","9/11/2009","N","MultiOb",2,1,2009,"Veendam","Nat","Starboard","y","humpback whale",2,"n",0,58.55606709,-136.067944,58.55606709,-136.067944,"9/11/2009","9/11/2009",3598,"9/11/2009","1/0/1900","9/11/2009",20090911,"14:41:19",450528,176.2020676,437857.8928,6491115.661,17.42680598,437859.7649,6491102.556,442818.446,6491742.324,82.64831891,4999.782153,-93.55374871,"Lower Bay","Middle Bay","Middle Bay",-89,1640.851151,-76,642.4480812,"","","","","","",9,0,"U-Unsure","U-Unsure","BL-Blowing","100","light","strong","1'","good",NA,"1",1,2,0,1,2
"1337",2626,"2009-09-11-N","2009-09-11-N-036","2009-09-11-N-035","9/11/2009","Y","MultiOb",1,2,2009,"Veendam","Nat","Starboard","y","humpback whale",2,"y",13,58.52423337,-136.0628889,58.52423337,-136.0628889,"9/11/2009","9/11/2009",3599,"9/11/2009","1/0/1900","9/11/2009",20090911,"14:47:59",450608,175.4397502,438095.9379,6487566.823,16.84492513,438097.9842,6487553.744,439905.5457,6488418.36,64.43669216,2003.706224,-111.0030581,"Lower Bay","Lower Bay","Lower Bay",-97,2373.738051,-63,1285.71469,"","","","","","",9,0,"U-Unsure","U-Unsure","BL-Blowing","100","moderate","strong","1'","good",NA,"1",1,2,0,1,2
"1338",2627,"2009-09-13-K","2009-09-13-K-003","2009-09-13-K-003","9/13/2009","N","MultiOb",6,1,2009,"Volendam","Karin","Port","y","humpback whale",1,"y",13,58.47216005,-136.0415098,58.47216005,-136.0415098,"9/13/2009","9/13/2009",2197,"9/13/2009","1/0/1900","9/13/2009",20090913,"06:42:58",149973,340.4680079,439251.155,6481749.815,14.96382716,439251.3712,6481758.179,438632.8268,6482535.57,321.4919038,993.4458923,-18.97610406,"Lower Bay","Lower Bay","Lower Bay",-80,1885.696325,-82,1733.285166,"","","","","","",9,0,"A-Away","90-Perpendicular","BL-Blowing","100","light","moderate","2'","good",NA,"1",1,6,0,1,6
"1339",2628,"2009-09-13-K","2009-09-13-K-004","2009-09-13-K-003","9/13/2009","N","MultiOb",5,2,2009,"Volendam","Karin","Port","y","humpback whale",1,"y",13,58.47519144,-136.0436407,58.47519144,-136.0436407,"9/13/2009","9/13/2009",2198,"9/13/2009","1/0/1900","9/13/2009",20090913,"06:43:45",149983,340.9630316,439132.1097,6482089.237,15.17632635,439132.3982,6482097.598,438694.1478,6482758.513,326.451766,793.014067,-14.51126562,"Lower Bay","Lower Bay","Lower Bay",-83,1898.38667,-86,1927.792771,"","","","","","",9,0,"A-Away","90-Perpendicular","BL-Blowing","100","light","moderate","2'","good",NA,"1",1,6,0,1,6
"1340",2629,"2009-09-13-K","2009-09-13-K-005","2009-09-13-K-003","9/13/2009","N","MultiOb",4,3,2009,"Volendam","Karin","Port","n","humpback whale",1,"y",13,58.47699774,-136.0448763,58.47699774,-136.0448763,"9/13/2009","9/13/2009",2199,"9/13/2009","1/0/1900","9/13/2009",20090913,"06:44:12",149988,341.1700041,439063.1781,6482291.457,15.12614568,439063.4968,6482299.818,438795.9605,6482596.698,317.9760911,399.6414662,-23.193913,"Lower Bay","Lower Bay","Lower Bay",-86,1938.546105,-82,1898.54478,"","","","","","",9,0,"A-Away","90-Perpendicular","BL-Blowing","100","light","moderate","2'","good",NA,"1",1,6,0,1,6
"1341",2630,"2009-09-13-K","2009-09-13-K-006","2009-09-13-K-003","9/13/2009","N","MultiOb",3,4,2009,"Volendam","Karin","Port","n","humpback whale",1,"y",13,58.47823164,-136.0457249,58.47823164,-136.0457249,"9/13/2009","9/13/2009",2200,"9/13/2009","1/0/1900","9/13/2009",20090913,"06:44:31",149992,341.5818922,439015.8286,6482429.601,15.19409118,439016.2074,6482437.959,438785.4647,6482589.708,303.3311583,276.1702604,-38.25073393,"Lower Bay","Lower Bay","Lower Bay",-86,1978.635705,-82,1885.973379,"","","","","","",9,0,"GA-Ag/Away","45-45-degrees","BL-Blowing","100","light","moderate","2'","good",NA,"1",1,6,0,1,6
"1342",2631,"2009-09-13-K","2009-09-13-K-007","2009-09-13-K-003","9/13/2009","N","MultiOb",2,5,2009,"Volendam","Karin","Port","n","humpback whale",1,"y",13,58.47944861,-136.046522,58.47944861,-136.046522,"9/13/2009","9/13/2009",2201,"9/13/2009","1/0/1900","9/13/2009",20090913,"06:44:49",149995,342.0454855,438971.4547,6482565.814,15.2055199,438971.9011,6482574.168,438789.8036,6482581.067,272.1697558,182.2281116,-69.8757297,"Lower Bay","Lower Bay","Lower Bay",-86,2025.695803,-82,1884.068944,"","","","","","",9,0,"G-Against","0-Parallel","BL-Blowing","100","light","moderate","2'","good",NA,"1",1,6,0,1,6
"1343",2632,"2009-09-13-K","2009-09-13-K-008","2009-09-13-K-003","9/13/2009","Y","MultiOb",1,6,2009,"Volendam","Karin","Port","n","humpback whale",1,"y",13,58.4805795,-136.047244,58.4805795,-136.047244,"9/13/2009","9/13/2009",2202,"9/13/2009","1/0/1900","9/13/2009",20090913,"06:45:06",149999,342.3443104,438931.3143,6482692.375,15.30403541,438931.8042,6482700.727,438798.9961,6482621.426,239.1583647,154.6821485,-103.1859457,"Lower Bay","Lower Bay","Lower Bay",-89,2069.634499,-82,1916.284071,"","","","","","",9,0,"G-Against","0-Parallel","BL-Blowing","100","light","moderate","2'","good",NA,"1",1,6,0,1,6
"1344",2637,"2009-09-13-K","2009-09-13-K-042","2009-09-13-K-042","9/13/2009","N","MultiOb",4,1,2009,"Volendam","Karin","Port","y","humpback whale",2,"n",0,58.52661685,-136.0591168,58.52661685,-136.0591168,"9/13/2009","9/13/2009",2235,"9/13/2009","1/0/1900","9/13/2009",20090913,"15:44:59",152367,198.3808344,438319.8033,6487828.715,14.86396821,438314.4936,6487822.249,437205.7158,6485043.297,201.7515727,2991.982848,3.370738322,"Lower Bay","Middle Bay","Middle Bay",-96,2314.337539,-56,1194.210588,"","","","","","",9,0,"T-Toward","90-Perpendicular","BL-Blowing","100","none","light","1'","excellent",NA,"1",2,4,0,1,5
"1345",2638,"2009-09-13-K","2009-09-13-K-043","2009-09-13-K-042","9/13/2009","N","MultiOb",3,2,2009,"Volendam","Karin","Port","y","humpback whale",2,"y",13,58.51858967,-136.0621109,58.51858967,-136.0621109,"9/13/2009","9/13/2009",2236,"9/13/2009","1/0/1900","9/13/2009",20090913,"15:47:02",152391,182.5777343,438131.3133,6486937.773,14.10587715,438127.9651,6486930.106,437586.7705,6485013.399,195.7673743,1991.646374,13.18963997,"Lower Bay","Lower Bay","Lower Bay",-99,2094.515859,-89,1570.147806,"","","","","","",9,0,"T-Toward","90-Perpendicular","BL-Blowing","100","none","light","1'","excellent",NA,"1",2,4,0,1,5
"1346",2639,"2009-09-13-K","2009-09-13-K-044","2009-09-13-K-042","9/13/2009","N","MultiOb",2,3,2009,"Volendam","Karin","Port","n","humpback whale",2,"y",13,58.5156384,-136.0618286,58.5156384,-136.0618286,"9/13/2009","9/13/2009",2237,"9/13/2009","1/0/1900","9/13/2009",20090913,"15:47:48",152401,174.2237694,438142.5631,6486608.938,13.98527826,438140.3644,6486600.866,437849.6224,6485573.707,195.8044147,1067.513583,21.58064528,"Lower Bay","Lower Bay","Lower Bay",-100,2014.065505,-96,1704.407799,"","","","","","",9,0,"T-Toward","90-Perpendicular","BL-Blowing","100","none","light","1'","excellent",NA,"1",2,4,0,1,5
"1347",2640,"2009-09-13-K","2009-09-13-K-045","2009-09-13-K-042","9/13/2009","Y","MultiOb",1,4,2009,"Volendam","Karin","Port","n","humpback whale",2,"y",13,58.50837825,-136.0593834,58.50837825,-136.0593834,"9/13/2009","9/13/2009",2238,"9/13/2009","1/0/1900","9/13/2009",20090913,"15:49:44",152424,166.3361944,438272.2545,6485798.392,13.19966493,438271.1843,6485790.094,438116.1955,6485502.399,208.3125413,326.7869183,41.9763469,"Lower Bay","Lower Bay","Lower Bay",-98,1802.848557,-98,1971.286642,"","","","","","",9,0,"T-Toward","90-Perpendicular","DF-Dive-fluke-up","100","none","light","1'","excellent",NA,"2",2,4,1,1,5
"1348",2642,"2009-09-14-N","2009-09-14-N-007","2009-09-14-N-007","9/14/2009","N","MultiOb",4,1,2009,"Zaandam","Nat","Starboard","y","humpback whale",1,"n",0,58.71767647,-136.2398469,58.71767647,-136.2398469,"9/14/2009","9/14/2009",3676,"9/14/2009","1/0/1900","9/14/2009",20090914,"08:25:33",458366,321.3531612,428188.2788,6509279.887,17.51431719,428178.0051,6509291.133,424640.4411,6512803.042,314.7914801,4984.762741,-6.561681075,"Middle Bay","Middle Bay","Middle Bay",-376,3162.633721,-210,2549.015019,"","","","","","",9,0,"T-Toward","90-Perpendicular","BL-Blowing","50","none","moderate","calm","excellent",NA,"1",2,4,0,1,5
"1349",2643,"2009-09-14-N","2009-09-14-N-010","2009-09-14-N-007","9/14/2009","N","MultiOb",3,2,2009,"Zaandam","Nat","Starboard","y","humpback whale",1,"n",0,58.72964012,-136.2598239,58.72964012,-136.2598239,"9/14/2009","9/14/2009",3679,"9/14/2009","1/0/1900","9/14/2009",20090914,"08:28:49",458405,315.323144,427056.334,6510633.413,17.39670574,427044.9357,6510643.518,424785.3772,6512593.65,310.7961259,2984.730984,-4.527018052,"Middle Bay","Middle Bay","Middle Bay",-402,2138.591424,-204,2577.460388,"","","","","","",9,0,"T-Toward","90-Perpendicular","BL-Blowing","50","none","moderate","calm","excellent",NA,"1",2,4,0,1,5
"1350",2644,"2009-09-14-N","2009-09-14-N-011","2009-09-14-N-007","9/14/2009","N","MultiOb",2,3,2009,"Zaandam","Nat","Starboard","y","humpback whale",1,"n",0,58.73317486,-136.2674526,58.73317486,-136.2674526,"9/14/2009","9/14/2009",3680,"9/14/2009","1/0/1900","9/14/2009",20090914,"08:29:54",458418,311.4169436,426622.1083,6511035.274,17.49481939,426610.0481,6511044.579,425063.4762,6512288.446,308.8088034,1984.713966,-2.60814015,"Middle Bay","Middle Bay","Middle Bay",-404,1960.845221,-337,2380.647549,"","","","","","",9,0,"T-Toward","90-Perpendicular","BL-Blowing","50","none","moderate","calm","excellent",NA,"1",2,4,0,1,5
"1351",2645,"2009-09-14-N","2009-09-14-N-012","2009-09-14-N-007","9/14/2009","Y","MultiOb",1,4,2009,"Zaandam","Nat","Starboard","y","humpback whale",1,"n",0,58.73460674,-136.270711,58.73460674,-136.270711,"9/14/2009","9/14/2009",3681,"9/14/2009","1/0/1900","9/14/2009",20090914,"08:30:22",458424,311.1811596,426436.5045,6511198.262,17.55306704,426424.4061,6511207.517,425251.3312,6512117.576,307.8039282,1484.692483,-3.377231338,"Middle Bay","Middle Bay","Middle Bay",-405,1925.728868,-337,2222.947633,"","","","","","",9,0,"T-Toward","90-Perpendicular","DF-Dive-fluke-up","50","none","moderate","calm","excellent",NA,"2",2,4,1,1,5
"1352",2646,"2009-09-14-N","2009-09-14-N-036","2009-09-14-N-036","9/14/2009","N","MultiOb",2,1,2009,"Zaandam","Nat","Starboard","y","humpback whale",1,"n",0,58.84390424,-136.5609654,58.84390424,-136.5609654,"9/14/2009","9/14/2009",3705,"9/14/2009","1/0/1900","9/14/2009",20090914,"14:37:10",462825,127.8063479,409918.5467,6523721.072,20.29867271,409931.169,6523712.544,412154.9467,6521721.499,131.8394694,2984.869763,4.033121538,"West Arm","West Arm","West Arm",-378,1144.206656,-408,1372.851682,"","","","","","",9,0,"W-With","0-Parallel","DN-Dive-no-fluke","30","none","moderate","calm","good",NA,"3",2,2,0,3,3
"1353",2647,"2009-09-14-N","2009-09-14-N-037","2009-09-14-N-036","9/14/2009","Y","MultiOb",1,2,2009,"Zaandam","Nat","Starboard","n","humpback whale",1,"n",0,58.8328931,-136.5320687,58.8328931,-136.5320687,"9/14/2009","9/14/2009",3706,"9/14/2009","1/0/1900","9/14/2009",20090914,"14:40:29",462865,127.8448169,411557.8932,6522456.685,20.23441835,411570.5098,6522448.15,411720.9435,6522594.474,45.79340464,209.8596087,-82.05141221,"West Arm","West Arm","West Arm",-421,1373.860038,-422,1583.717739,"","","","","","",9,0,"G-Against","0-Parallel","BL-Blowing","30","none","strong","calm","poor-fog",NA,"1",2,2,1,3,3
"1354",2649,"2009-09-14-N","2009-09-14-N-041","2009-09-14-N-041","9/14/2009","N","MultiOb",2,1,2009,"Zaandam","Nat","Starboard","n","humpback whale",1,"n",0,58.62876568,-136.0985891,58.62876568,-136.0985891,"9/14/2009","9/14/2009",3710,"9/14/2009","1/0/1900","9/14/2009",20090914,"15:35:14",463522,151.9769608,436207.2627,6499238.261,20.5987601,436215.2868,6499225.313,436620.426,6498881.628,130.3083795,531.2786937,-21.66858122,"Middle Bay","Middle Bay","Middle Bay",-245,2275.018704,-241,2272.05457,"","","","","","",9,0,"T-Toward","90-Perpendicular","RE-Resting","30","none","moderate","calm","good",NA,"5",2,2,0,5,3
"1355",2650,"2009-09-14-N","2009-09-14-N-042","2009-09-14-N-041","9/14/2009","Y","MultiOb",1,2,2009,"Zaandam","Nat","Starboard","y","humpback whale",1,"n",0,58.62610124,-136.095751,58.62610124,-136.095751,"9/14/2009","9/14/2009",3711,"9/14/2009","1/0/1900","9/14/2009",20090914,"15:35:46",463528,151.7699725,436367.2122,6498938.921,20.59317826,436375.283,6498926.002,436666.1782,6498919.064,91.36632761,290.9779161,-60.40364491,"Middle Bay","Middle Bay","Middle Bay",-256,2171.691891,-241,2327.980964,"","","","","","",9,0,"T-Toward","90-Perpendicular","DN-Dive-no-fluke","30","none","moderate","calm","good",NA,"3",2,2,1,5,3
"1356",2652,"2009-09-20-K","2009-09-20-K-007","2009-09-20-K-007","9/20/2009","N","MultiOb",6,1,2009,"Volendam","Karin","Port","y","humpback whale",1,"y",13,58.46595601,-136.0355263,58.46595601,-136.0355263,"9/20/2009","9/20/2009",2263,"9/20/2009","1/0/1900","9/20/2009",20090920,"07:02:38",154471,335.0535575,439589.5004,6481053.708,7.944273862,439587.598,6481062.539,438525.0742,6483315.728,334.7531042,2491.147929,-0.300453214,"Lower Bay","Lower Bay","Lower Bay",-73,2143.435132,-88,2246.900013,"","","","","","",9,0,"A-Away","90-Perpendicular","BL-Blowing","100","none","light","3'","excellent",NA,"1",1,6,0,1,6
"1357",2653,"2009-09-20-K","2009-09-20-K-008","2009-09-20-K-007","9/20/2009","N","MultiOb",5,2,2009,"Volendam","Karin","Port","y","humpback whale",1,"y",13,58.46917014,-136.0383785,58.46917014,-136.0383785,"9/20/2009","9/20/2009",2264,"9/20/2009","1/0/1900","9/20/2009",20090920,"07:04:13",154490,336.5191516,439428.6453,6481414.113,8.470925167,439426.9694,6481422.991,438813.7962,6482782.215,335.7189084,1491.130884,-0.80024316,"Lower Bay","Lower Bay","Lower Bay",-77,1991.864372,-86,2031.621176,"","","","","","",9,0,"A-Away","90-Perpendicular","BL-Blowing","100","none","light","3'","excellent",NA,"1",1,6,0,1,6
"1358",2654,"2009-09-20-K","2009-09-20-K-009","2009-09-20-K-007","9/20/2009","N","MultiOb",4,3,2009,"Volendam","Karin","Port","n","humpback whale",1,"y",13,58.47123519,-136.0402614,58.47123519,-136.0402614,"9/20/2009","9/20/2009",2265,"9/20/2009","1/0/1900","9/20/2009",20090920,"07:05:14",154502,334.4459343,439322.374,6481645.72,8.365792921,439320.3781,6481654.531,438832.4995,6482487.409,329.6393154,965.2516655,-4.806618888,"Lower Bay","Lower Bay","Lower Bay",-81,1925.481299,-82,1862.222954,"","","","","","",9,0,"A-Away","90-Perpendicular","BL-Blowing","100","none","light","3'","excellent",NA,"1",1,6,0,1,6
"1359",2655,"2009-09-20-K","2009-09-20-K-010","2009-09-20-K-007","9/20/2009","N","MultiOb",3,4,2009,"Volendam","Karin","Port","n","humpback whale",2,"y",13,58.47274519,-136.041737,58.47274519,-136.041737,"9/20/2009","9/20/2009",2266,"9/20/2009","1/0/1900","9/20/2009",20090920,"07:05:58",154511,333.4195577,439238.9163,6481815.166,8.357632736,439236.7628,6481823.94,438776.3828,6482382.288,320.4930853,723.6730876,-12.92647246,"Lower Bay","Lower Bay","Lower Bay",-80,1891.914882,-82,1753.940435,"","","","","","",9,0,"A-Away","90-Perpendicular","BL-Blowing","100","none","light","3'","excellent",NA,"1",1,6,0,1,6
"1360",2656,"2009-09-20-K","2009-09-20-K-011","2009-09-20-K-007","9/20/2009","N","MultiOb",2,5,2009,"Volendam","Karin","Port","n","humpback whale",2,"y",13,58.47366753,-136.0426477,58.47366753,-136.0426477,"9/20/2009","9/20/2009",2267,"9/20/2009","1/0/1900","9/20/2009",20090920,"07:06:25",154516,334.3282456,439187.3944,6481918.676,8.178550668,439185.3804,6481927.483,438735.8131,6482294.92,309.259529,580.6207009,-25.06871656,"Lower Bay","Lower Bay","Lower Bay",-83,1878.154303,-82,1668.791589,"","","","","","",9,0,"A-Away","90-Perpendicular","BL-Blowing","100","none","light","3'","excellent",NA,"1",1,6,0,1,6
"1361",2657,"2009-09-20-K","2009-09-20-K-012","2009-09-20-K-007","9/20/2009","Y","MultiOb",1,6,2009,"Volendam","Karin","Port","y","humpback whale",1,"y",13,58.47588697,-136.044511,58.47588697,-136.044511,"9/20/2009","9/20/2009",2268,"9/20/2009","1/0/1900","9/20/2009",20090920,"07:07:29",154529,339.1601178,439082.5627,6482167.461,8.475239288,439081.2976,6482176.406,438587.9312,6482096.183,260.7643896,499.8460732,-78.39572822,"Lower Bay","Lower Bay","Lower Bay",-83,1890.122517,-79,1431.041158,"","","","","","",9,0,"G-Against","0-Parallel","BL-Blowing","100","none","light","3'","excellent",NA,"1",1,6,0,1,6
"1362",2658,"2009-09-20-K","2009-09-20-K-013","2009-09-20-K-013","9/20/2009","N","MultiOb",4,1,2009,"Volendam","Karin","Port","y","humpback whale",1,"y",13,58.48295208,-136.0492043,58.48295208,-136.0492043,"9/20/2009","9/20/2009",2269,"9/20/2009","1/0/1900","9/20/2009",20090920,"07:10:33",154566,341.756055,438821.1328,6482958.305,9.359737056,438820.2742,6482967.298,438549.239,6485945.915,354.8007664,2990.922724,13.04471142,"Lower Bay","Lower Bay","Lower Bay",-86,2164.260849,-97,1528.649858,"","","","","","",9,0,"T-Toward","90-Perpendicular","BL-Blowing","100","none","light","3'","excellent",NA,"1",2,4,0,1,5
