SwB_Wpt_ID,x,y,turn.angle,heading,dist
2013-07-14-S-023,438014.7986,6486970.819,0.134559554,1.504399084,462.8140048
2010-07-25-K-085,476750.2684,6451194.775,-0.00990561,2.185686578,461.8813908
2008-07-02-K-101,449730.5145,6462148.921,NA,2.530929123,461.8795415
2011-06-30-N-031,438212.3037,6490845.185,3.09666936,3.062672958,461.6960489
2014-07-09-S-027,420156.6434,6459834.509,-1.586094208,-2.949621139,461.6342259
2008-08-03-K-092,453928.2679,6461452.306,NA,0.118442312,460.8668768
2011-07-20-N-034,437817.609,6487141.46,-0.190379475,-0.553338435,456.5591179
2013-08-03-N-026,438012.149,6486740.232,2.591982195,-2.961772937,456.1794591
2010-08-02-K-082,417204.4168,6460181.164,NA,-2.334009391,455.8921449
2008-07-16-K-045,427874.9963,6506549.653,NA,2.057613833,455.0212723
2013-08-28-N-025,438922.1237,6501115.958,NA,-0.056010726,453.7485643
2010-06-14-N-053,437479.427,6486678.424,-0.701730072,-1.371732579,453.6852061
2009-08-12-K-066,441043.6881,6473842.122,NA,2.833372892,453.5882855
2008-08-30-N-036,439000.5778,6489482.513,0.493117579,-1.89467527,452.9197616
2009-08-31-K-049,439011.1653,6479490.532,-1.836992376,1.09438497,451.179923
2010-07-04-N-004,438437.8892,6488371.212,1.495872541,0.230460772,450.3188698
2014-06-10-H-007,419297.3202,6516268.985,-0.583277321,1.713633504,450.0675416
2008-07-04-N-031,437813.3128,6486804.746,NA,0.11489576,450.0060066
2009-06-28-K-009,459348.9337,6461243.466,-1.280417213,-1.100632871,449.1558979
2013-06-04-S-016,438499.9377,6478445.274,NA,-1.341612354,449.0830764
2013-09-26-N-015,421683.0692,6515857.594,NA,-1.531005115,447.9557865
2008-07-26-N-026,438334.421,6491048.094,-0.418855031,-2.533030286,447.8977501
2013-06-30-S-009,450773.4184,6465684.33,0.882463895,0.306548446,443.7167084
2010-08-23-K-043,443821.1827,6471683.813,0.037491488,2.007268451,442.387287
2013-08-15-N-029,430697.0835,6505576.673,NA,-0.422169978,441.7958059
2008-08-27-N-027,438011.482,6487115.326,2.317296309,-1.559809686,441.7271594
2013-06-30-S-033,439821.1212,6475718.436,-0.713933461,-0.84162776,440.3453201
2008-08-06-K-104,517923.7181,6334993.585,0.206770576,2.113335845,439.890572
2013-06-17-N-035,438443.7573,6486007.953,-1.375686476,1.975153703,438.2859928
2014-07-09-S-014,437270.5421,6488930.15,0.029340849,3.046729449,438.2534491
2010-05-17-N-009,424335.8258,6510110.597,NA,-0.126613395,438.0212611
2012-05-24-N-020,434229.2356,6500776.105,NA,-0.749417979,437.6415211
2008-06-07-N-034,439124.0825,6484076.758,NA,-0.071354268,436.590965
2008-07-16-K-090,439585.2702,6473623.509,-0.51468042,1.570681711,436.2413029
2012-06-06-N-046,431931.1866,6509768.253,0.344692942,-1.268974552,435.9817884
2009-06-24-N-039,422055.4649,6514867.574,-0.28433446,-2.496367209,435.4375274
2012-08-16-N-023,437441.4171,6489201.952,0.332761711,-0.93486349,435.1417821
2013-08-03-N-026,437830.3878,6486345.581,0.251782662,-2.709990275,434.4957372
2013-09-26-N-019,439283.5845,6500251.261,NA,1.236006962,434.2054888
2014-07-06-S-025,440074.5292,6472756.938,NA,2.895610251,434.0680701
2010-08-27-N-006,437638.6562,6491540.466,NA,1.556586328,431.2601402
2011-08-24-N-028,437602.9308,6490923.351,-2.233153806,1.170624175,430.6672197
2013-06-16-S-048,436221.0751,6483256.253,1.055190199,-2.234276886,430.4709145
2008-07-16-K-090,442386.2018,6473550.556,0.618975064,1.885237913,429.8617499
2009-07-15-K-062,441131.8101,6473603.603,NA,1.454257825,428.5017974
2010-07-19-K-018,448823.361,6464539.763,NA,2.114611345,428.1969631
2010-07-25-K-096,488397.9118,6445186.793,NA,1.853285179,427.1404599
2014-06-11-S-029,421735.7939,6461889.724,1.650904556,-1.47620552,426.5757539
2013-07-24-S-007,437625.8624,6480389.158,NA,2.855488737,426.4081975
2011-07-08-N-002,438612.0101,6483126.496,NA,-2.6117751,425.9419433
2009-08-12-K-079,423691.0556,6459962.618,NA,-3.116325253,425.3877854
2013-08-10-N-009,436385.3633,6490791.352,1.682027235,2.509014827,422.672556
2014-07-21-H-011,436327.1124,6485291.692,-3.014545499,1.090381032,422.6269753
2011-07-18-N-035,438491.7019,6488156.775,NA,-2.807701779,421.0327996
2011-07-29-N-029,439430.6339,6499373.737,0.010872113,2.910410281,420.8379042
2013-07-14-S-023,437267.4021,6486881.933,0.664590757,3.140331319,418.9213332
2009-06-28-K-054,420086.0949,6514669.341,NA,2.614351465,418.1747806
2014-07-23-S-021,437639.4124,6480792.51,NA,-2.17029311,416.4139029
2009-08-24-N-003,439697.8699,6487339.215,-2.069952095,1.444385919,413.0827541
2009-09-14-N-007,425063.4762,6512288.446,-0.133507856,2.402629218,412.9025738
2012-08-06-N-022,438356.4922,6486430.144,NA,3.139244007,412.1101366
2010-06-23-N-035,438134.8206,6490981.986,0.073745986,0.233803878,410.6015846
2010-08-15-K-062,438385.7452,6482416.407,NA,2.894823494,409.3248048
2009-06-24-K-078,439339.3785,6471480.805,-1.567781804,0.293407516,407.7360368
2008-08-31-K-088,444455.3604,6464559.071,-1.184080456,-2.543059939,407.1653066
2010-06-28-N-040,431751.5122,6504204.379,NA,-1.443682836,406.9528146
2008-07-02-K-101,449751.7457,6461742.984,0.55840943,3.089338554,406.4918349
2013-08-19-N-006,433104.2237,6503105.819,0.387283676,-0.585877324,406.2744907
2009-08-12-K-048,438259.0744,6491062.489,-1.19E-05,2.226023535,405.9806311
2010-07-12-N-055,427832.1849,6509652.169,NA,-1.011132347,404.7681367
2009-09-20-K-020,438122.1168,6489227.104,-2.958112682,-3.000113659,402.5530973
2008-07-07-K-080,437981.6604,6482727.96,NA,1.419414243,402.1960762
2014-06-10-H-007,418595.4169,6516560.739,0.195589528,-2.816564564,401.468168
2014-06-06-H-003,408864.5094,6527035.112,-1.070692665,3.041699468,399.7297233
2009-05-18-K-013,452127.583,6463932.432,NA,-0.031480923,399.3458692
2013-08-06-N-023,437917.0487,6491200.191,NA,2.536397351,398.2521689
2008-09-10-N-030,435267.356,6484084.892,NA,2.850221725,398.2300148
2013-06-03-N-003,409610.4001,6525746.933,0.392646635,-0.437280801,396.9151206
2009-06-29-N-021,421882.4603,6513909.216,1.895005055,1.373947278,393.5163014
2014-07-21-H-011,436391.1865,6486119.909,NA,-0.127537612,393.0856032
2011-08-08-N-004,437215.3546,6493024.912,NA,2.110609097,393.0674551
2013-07-09-N-027,438643.9356,6488073.992,NA,-1.146670611,392.8007941
2009-08-12-N-006,438906.473,6484201.822,NA,-1.237752386,392.2259929
2008-06-23-K-017,444193.1761,6475033.033,-0.951244722,0.941154776,391.0639586
2012-08-03-N-024,437273.318,6489797.48,NA,-0.673796287,390.9074733
2014-07-23-S-021,438012.592,6480903.708,-2.831693362,1.281198835,389.3944132
2010-06-09-N-002,438362.3445,6483847.979,-2.834745164,-0.257048482,388.4259098
2009-09-09-N-066,438331.4385,6487565.104,0.131789787,0.61396737,387.6781222
2014-07-20-S-003,454559.0001,6460966.615,2.514590882,2.478349287,386.8238412
2009-07-20-K-058,437630.0338,6493747.26,NA,1.907117279,386.6474469
2009-08-31-N-039,436912.1035,6496839.916,0.414106294,2.846087931,385.7648713
2013-06-09-N-015,431185.8685,6505185.227,-1.312024704,-0.203399271,385.2466336
2013-06-18-N-002,437768.3216,6485943.168,-2.561096159,1.461102328,384.9767474
2009-07-15-K-062,441259.8556,6473966.566,-1.11510998,0.339147846,384.8867229
2008-07-13-K-029,444500.8204,6469785.153,0.169291208,-0.916996945,384.7179203
2010-08-02-K-048,438808.4131,6481967.419,0.186162041,1.144585097,383.4199681
2012-07-26-N-002,437745.773,6488448.25,1.506802932,-0.088122886,383.1908993
2009-06-28-K-009,459725.6949,6460909.81,NA,-0.88437354,382.4911119
2009-09-13-K-042,437586.7705,6485013.399,NA,1.649097089,382.2258165
2014-06-29-S-025,509203.3041,6412579.488,NA,-3.100367744,381.8093953
2009-07-19-N-048,436173.4182,6503336.615,NA,2.160210293,381.509141
2014-07-22-H-008,434923.4053,6489085.129,-3.018343568,2.923847134,380.2754584
2013-08-15-N-026,430805.1941,6505059.976,NA,-0.496773292,380.2735862
2014-07-08-H-020,442190.0849,6483468.672,2.197870858,-2.46009694,379.9769325
2008-07-07-K-027,443017.0835,6473199.135,-0.700061699,0.53859751,379.2381605
2010-08-02-K-054,441159.2732,6476022.747,NA,3.055452231,374.2546587
2013-08-18-N-005,437713.3216,6498251.295,2.330143135,2.587029883,373.4449065
2011-06-26-N-002,437660.5228,6487387.773,NA,-2.690882319,371.911902
2014-06-29-S-006,445247.2672,6474042.586,-0.472849845,0.01201059,371.8308188
2013-09-05-N-003,428383.9004,6507529.825,-0.94510546,3.100366939,370.8420895
2009-06-26-N-022,425454.8273,6510375.247,NA,0.605014252,370.2957142
2008-08-03-K-111,512105.4382,6378736.86,NA,2.827365185,370.2837832
2013-08-30-N-003,437723.0179,6497568.958,0.797452759,-0.402255199,369.4590609
2008-08-25-K-069,420291.6978,6461627.949,0.228233836,-1.824283644,367.0607841
2014-07-06-S-029,445544.7244,6469911.323,1.48140953,-2.510459942,366.2977172
2011-06-06-N-034,438447.6812,6491545.117,-0.899114846,-2.143835243,365.7734825
2013-09-26-N-019,439558.4416,6500012.041,1.050975773,2.286982736,364.3797934
2013-06-17-N-034,437425.8936,6486632.829,NA,-0.036202179,363.977488
2008-07-02-K-113,485859.451,6447075.752,-0.54758526,2.687961688,363.388444
2008-05-28-N-002,439488.1451,6481584.235,0.046172612,2.574564798,363.0416052
2009-07-29-K-004,453206.0438,6460552.107,NA,0.327821867,362.5333865
2013-08-25-N-007,417618.8068,6519457.183,NA,-0.078021813,361.4104677
2010-07-04-N-058,440307.3026,6495299.36,-1.358916503,2.863069029,360.6880536
2013-08-16-N-002,435104.3274,6498682.659,NA,2.598651072,359.5102318
2008-08-06-K-076,445020.5745,6465892.286,0.238539526,2.614636852,357.4348985
2010-08-15-K-099,512238.2987,6384574.438,0.372851962,-3.007028687,356.3120888
2014-09-16-H-008,393461.3012,6536247.164,NA,0.486855253,356.2898554
2010-07-19-K-082,441126.7323,6478504.268,2.97436475,1.383491758,355.1395896
2008-09-12-N-045,438377.0589,6494381.164,NA,-2.889991161,354.9640562
2010-08-02-K-082,417437.9342,6460448.477,3.052030566,0.718021174,354.945934
2009-08-23-N-044,438125.4555,6489868.535,-1.542787015,1.724222036,353.2614401
2011-09-12-N-031,439188.5055,6483408.477,NA,3.004584073,352.7799015
2008-08-06-K-098,516160.0217,6348283.369,0.556321211,2.099413196,351.3347775
2014-07-18-H-030,436857.652,6491207.65,-0.878520598,-2.522655102,350.3200007
2014-07-20-S-003,454341.9726,6460688.639,0.1468439,-1.04431364,350.0628662
2014-06-25-S-015,441568.9358,6481866.239,1.04860993,1.089749686,349.9123621
2013-06-21-N-007,438915.6845,6483049.991,-1.729550376,0.092421538,349.0225694
2014-06-29-S-006,445242.8014,6473670.782,NA,0.484860435,348.5069033
2012-06-03-N-005,425977.6977,6512182.991,1.243261154,-2.804844213,348.0770861
2010-08-02-K-054,441055.7107,6476134.188,2.462516237,-0.050246941,347.1721701
2014-07-06-S-041,502104.216,6436316.104,NA,1.761208955,346.5950822
2013-08-18-N-005,437516.6761,6498568.772,0.667569781,0.256886748,345.8694822
2013-07-22-N-022,437423.9284,6491836.863,0.615921368,0.705425048,345.8249539
2010-09-04-N-034,410847.1145,6521621.544,NA,2.931173668,344.8921174
2009-07-01-K-089,440066.623,6478514.297,NA,1.592621751,343.8006813
2009-08-19-K-002,453126.3187,6463222.904,0.45410721,0.503305387,343.7173256
2014-06-10-H-007,418851.8361,6516333.053,-1.169709918,2.296910825,342.9164923
2012-08-03-N-024,437486.269,6490064.758,1.346546092,0.672749805,341.7391662
2012-08-19-N-002,439417.3271,6482743.186,NA,-2.396954844,339.392984
2009-06-07-K-009,450137.2288,6462175.77,-1.485589165,-2.732519353,338.805939
2013-07-14-N-040,439916.543,6481226.718,NA,0.502421935,338.7136179
2014-08-03-S-027,504210.4237,6436014.244,NA,2.460118772,338.6797872
2013-07-17-N-032,438206.2095,6485207.966,NA,2.948465924,338.2677613
2012-07-22-N-038,437896.4669,6485256.744,NA,-0.501811681,338.0321155
2009-07-20-K-070,442527.2615,6477116.961,NA,-2.681278372,337.7995678
2009-06-26-N-022,425785.4009,6510444.651,0.758837558,1.363851811,337.780728
2009-07-06-K-045,419274.8112,6459775.32,-0.735255111,2.844798373,337.1035256
2010-08-30-K-013,443547.9602,6469341.402,0.999940643,-0.194071264,334.796058
2008-07-07-N-004,439233.1755,6480552.774,1.298944136,-1.035758081,334.7474472
2014-07-22-H-037,436388.657,6483896.28,NA,-0.806649887,334.5410805
2008-08-20-K-002,462060.2463,6459194.171,-0.093721136,-1.919301205,334.3905071
2013-06-05-N-020,437826.7271,6502775.738,NA,3.045633463,334.0437856
2009-08-12-K-079,424012.6246,6460050.215,-1.862015781,1.304844274,333.2864476
2008-07-07-K-089,438952.1492,6470874.303,0.790867289,2.294562424,332.6566297
2009-08-10-N-048,438111.0721,6488638.509,1.801508804,2.734185348,331.9986907
2008-09-12-N-045,438413.7229,6494051.843,-0.362477007,3.030717139,331.3556548
2008-08-06-K-028,437362.0048,6494707.296,NA,1.000381336,330.9521504
2013-06-30-S-039,440046.9325,6476484.661,3.008902873,2.339699742,330.2060866
2013-06-16-S-030,441656.5586,6483693.363,-0.008330915,0.776233877,330.0674761
2009-06-21-K-050,430529.2848,6507686.47,2.213524977,1.577048612,329.641643
2010-08-23-K-043,443420.2698,6471870.83,-0.359528987,1.969776963,329.6057695
2012-07-22-N-005,438239.1683,6486625.644,0.411394856,0.649363954,327.5220289
2008-08-25-K-053,438885.0395,6482659.492,1.989673947,2.285663747,327.0897652
2009-07-05-N-046,429409.6472,6507747.244,-0.40654079,0.88599071,325.9156967
2009-09-20-K-020,438178.8798,6489625.635,NA,-0.042000977,325.0546694
2013-06-03-N-003,409778.4848,6525387.365,NA,-0.829927437,324.6591878
2014-08-03-S-060,516716.5465,6340690.613,NA,0.177396282,322.6098782
2008-08-25-K-069,420647.0287,6461720.001,NA,-2.05251748,322.3663749
2013-07-15-N-032,437231.4547,6491904.226,-3.112895037,-1.222212327,321.8165091
2008-07-21-N-033,423556.5184,6513917.032,-0.14497709,2.710893146,321.2153365
2013-09-08-N-031,430625.2654,6505861.796,NA,0.674732656,320.4191773
2009-08-24-N-036,439087.4723,6481703.965,NA,2.712915763,320.3900025
2013-09-05-N-003,428368.6165,6507900.352,NA,-2.237712908,319.713563
2009-07-06-K-041,434616.6916,6464137.023,NA,-2.306914345,319.3235829
2011-07-08-N-002,438688.3057,6483933.758,2.659050361,2.325034318,318.4815604
2008-08-06-K-092,515352.731,6360850.733,0.68506661,1.9398263,318.3380553
2013-06-04-S-006,456583.7794,6460844.984,0.476327827,2.843543087,317.2596399
2012-05-27-N-040,437352.398,6496623.777,-0.418572332,-0.548894814,316.8344526
2009-07-06-K-045,419176.2232,6460097.685,-0.61193224,-2.703131822,316.6280561
2008-08-06-K-068,441926.4993,6472341.924,NA,1.407869309,314.4929153
2008-09-15-K-061,442390.012,6475976.475,0.032184643,2.680146615,314.2483636
2008-06-07-N-006,437844.4011,6484627.985,-0.471946864,-2.274774073,314.0107402
2008-06-16-N-032,437717.5369,6492844.357,2.973910421,-0.232082175,313.6418652
2013-07-14-N-036,438045.1294,6484765.208,-0.836282129,-1.325178697,311.6689163
2011-09-04-N-005,415231.6778,6521342.358,NA,-0.82662213,310.2140534
2008-07-02-K-113,486122.6212,6445638.472,0.568719829,-3.126659581,310.0615707
2010-07-11-N-043,439162.1631,6495854.388,-2.536890515,0.508785599,309.9823904
2012-08-31-N-003,438163.3728,6487485.171,1.035699857,-2.090319035,308.4119305
2009-09-28-K-007,438718.6339,6481954.786,0.869542554,1.782501493,308.203644
2009-09-20-K-013,438194.2051,6485657.139,2.122906772,-0.741181491,308.1195865
2013-07-14-S-023,437266.8737,6487300.854,NA,2.475740562,307.9995699
2013-06-09-N-015,431423.6939,6504989.542,2.46269086,2.259291589,307.9830192
2009-07-15-K-084,420719.5064,6462105.8,NA,-0.770426989,307.8315032
2009-07-06-K-041,434923.5127,6464125.755,-2.368766148,1.607504814,307.0279388
2014-07-22-H-008,434894.5819,6489306.147,NA,-0.776938024,306.6037753
2014-06-06-H-009,413618.4832,6521524.385,1.51942246,0.648665598,306.2001035
2011-07-08-N-054,437440.4651,6492250.307,-1.815162273,-2.319969866,305.7997933
2013-06-28-N-056,438043.6713,6486733.4,NA,0.002608229,305.7250399
2010-08-02-K-080,417609.7506,6460339.273,-1.255471167,0.409859037,305.7207051
2009-07-12-K-096,429103.0473,6462390.202,-0.249605336,-1.309500696,305.3159174
2012-08-29-N-006,437376.5186,6491931.033,NA,-2.102747573,304.4186742
2014-08-03-S-042,513190.0299,6383840.228,-0.016231938,2.963956494,304.3613879
2010-05-31-N-064,437763.7416,6486351.269,NA,3.111451917,303.8740189
2010-06-28-N-040,431517.7944,6504397.929,0.564549341,-0.879133495,303.456113
2011-07-27-N-005,438277.7108,6490148.398,NA,2.084037457,302.0549619
2013-06-30-S-030,437750.793,6481503.707,NA,-1.21234702,301.8135771
2008-07-04-N-031,437648.1727,6487054.91,-0.698357475,-0.583461715,299.7553661
2013-06-28-N-052,438845.1863,6494813.848,NA,-0.621316381,299.5279051
2012-06-04-N-025,427181.0149,6510904.399,NA,-2.265095638,298.6791616
2010-07-25-K-078,442950.23,6474656.416,-1.575340956,2.913649698,298.5792618
2013-07-07-S-038,441539.1737,6473883.558,2.800028542,-1.948513455,298.1782924
2008-07-21-K-056,441207.7637,6475360.606,0.722348013,2.595618922,297.9656205
2013-06-18-N-029,438789.9587,6483657.87,NA,-1.43575386,297.2093081
2009-08-12-K-066,441298.5837,6473689.976,-0.724443019,2.108929874,296.8504206
2013-08-25-N-007,417855.2935,6519169.352,1.757368036,-2.970141187,296.5195199
2009-08-19-K-050,419898.6984,6514378.243,-0.251363746,1.625548026,295.6270972
2009-09-20-K-007,438832.4995,6482487.409,0.432681965,3.078234829,295.3986985
2014-07-06-S-041,502398.6778,6436310.603,-0.171733261,1.589475694,294.5131791
2008-06-06-N-037,439806.5783,6496149.939,2.800252932,-1.388100155,293.4365402
2013-07-29-N-019,438962.4534,6483109.303,NA,-1.075373217,293.1212608
2008-07-14-N-004,438567.5797,6483332.274,-1.827905323,-0.106123558,292.6443651
2012-07-20-N-026,437937.7028,6485249.016,0.216670648,0.799589193,292.5733235
2008-07-13-K-108,510256.0777,6421753.973,NA,-1.25667839,292.3738616
2010-08-02-K-057,440712.9554,6475749.967,1.86774555,-0.901353734,292.0252953
2013-07-14-S-023,437553.0044,6486940.112,-1.770491789,1.369839529,291.4677852
2009-08-24-N-003,439288.0832,6487287.136,NA,-2.768847293,290.9513159
2009-07-25-N-038,422126.4924,6514048.403,-2.297191395,-2.243841537,290.5144591
2011-07-22-N-035,425621.6334,6510736.257,-0.562437915,-2.10520574,290.1069297
2012-08-16-N-023,437791.4965,6488943.509,NA,-1.267625201,289.8794826
2013-07-25-N-031,437818.1581,6490750.677,-0.202525809,-0.042069434,289.4260808
2013-07-15-N-045,438920.4309,6483193.893,0.243998538,2.715941721,287.7586633
2014-07-22-H-002,441232.9089,6482427.91,1.24654484,2.596331345,287.7384339
2011-07-20-N-003,438929.6473,6483794.544,-0.515963757,1.976402614,287.6607311
2013-08-25-N-007,417905.8835,6519461.524,1.633697898,1.555676085,287.1095191
2010-08-15-K-009,451572.628,6463790.915,NA,2.465757152,286.7193313
2008-07-16-K-090,440351.7281,6473172.535,0.266838172,2.284364015,286.6843455
2013-09-08-N-031,430778.799,6506223.141,-0.772367432,0.163858725,286.5746183
2009-08-26-K-072,417109.7574,6459118.668,-0.150798658,-2.940343452,286.5431178
2010-06-18-N-005,437661.0338,6486546.351,NA,-0.947168979,286.3813536
2013-07-12-N-038,438810.4341,6488134.391,NA,-0.624062072,285.3551528
2010-07-12-N-062,438043.3714,6484976.332,NA,3.065975116,284.6734955
2014-06-11-S-029,422160.4627,6461849.434,NA,-3.127110076,284.4068259
2012-06-21-N-006,439174.0822,6483225.696,NA,2.762122984,283.0099864
2013-07-12-N-003,438330.9917,6484694.5,NA,-2.304480765,282.8554168
2009-08-23-N-044,437884.4238,6490779.769,NA,1.598875987,281.4862641
2010-07-19-N-053,438955.0609,6486720.037,-1.876175077,0.665332849,281.397998
2009-07-15-K-076,438671.9873,6467863.756,1.019733334,1.980104572,281.0228118
2011-08-24-N-028,437206.2889,6490755.573,NA,-2.879407327,280.4822376
2008-07-28-K-002,453129.9015,6461840.988,NA,-1.710289359,279.9460241
2013-08-07-S-004,445432.9268,6464807.85,-2.856060278,-2.290892658,279.8468655
2009-06-10-K-091,440189.3616,6470520.99,0.778132785,-2.569265555,279.7358956
2010-05-29-N-060,437550.3185,6485875.982,NA,3.018630876,279.6534617
2013-05-27-N-003,438422.0365,6483947.178,NA,3.107752085,279.6260964
2010-08-02-K-071,441054.3199,6469455.685,NA,-2.638359122,279.2605635
2009-09-28-K-007,438417.3112,6482019.548,NA,0.91295894,278.1584243
2010-05-30-N-048,438610.4693,6493600.877,NA,0.393293843,277.1390799
2009-09-13-K-042,438116.1955,6485502.399,1.393535328,1.8321755,275.9457347
2009-08-12-K-062,442070.893,6475478.281,-0.472425644,1.635431427,275.9400963
2012-06-22-N-002,438681.9873,6483707.61,NA,-1.807723433,275.0635234
2009-08-09-N-042,421729.2077,6514796.001,-0.459744456,-2.176734948,275.0512577
2010-07-11-N-010,432908.3575,6505515.637,NA,0.696804985,274.0512992
2009-07-15-K-068,440486.289,6471065.038,NA,1.601611906,273.8983366
2011-06-05-N-042,438421.5242,6485705.577,NA,-1.103659004,272.7719909
2008-07-07-K-009,452778.338,6462455.215,NA,1.2829577,272.6957904
2013-07-15-N-032,437533.9163,6491794.304,NA,1.89068271,272.6367482
2013-06-16-S-022,441198.2831,6469962.494,NA,-0.817887304,272.0615573
2013-06-21-N-007,438588.0727,6482570.28,NA,0.890041583,271.0112775
2011-06-19-N-033,438661.132,6486854.291,1.659452758,-0.853374424,270.1248033
2010-08-18-N-032,438641.4909,6484894.806,NA,-0.587257506,270.0923648
2009-08-26-K-010,444080.1499,6467620.791,NA,-0.506843897,269.8617814
2009-06-29-N-021,422150.1396,6513928.534,0.124805501,1.498752779,268.3754698
2012-07-22-N-038,437977.2656,6485512.519,0.80778884,0.305977159,268.2336305
2013-07-17-S-025,438548.7672,6484924.388,1.359544143,-0.045506483,268.0675146
2013-08-12-N-024,437145.8166,6485429.272,2.12389297,1.457199202,267.9859277
2009-08-31-K-063,441920.9972,6474364.665,NA,-2.897909386,267.3630086
2009-07-06-K-055,415322.5787,6458441.727,0.622993824,1.713682904,267.343883
2008-08-02-N-028,438924.2171,6492597.449,NA,-2.210124816,266.9793242
2009-08-16-K-047,442304.0366,6466660.963,3.085525021,0.420475512,266.8193116
2012-07-20-N-002,437497.7299,6487423.787,2.001486294,-1.381543347,265.9451392
2014-07-16-S-018,441388.7567,6482754.579,NA,-2.003835149,265.0518776
2008-07-07-K-062,428124.4045,6507095.589,-1.154217193,-1.137650165,263.3916999
2012-07-20-N-026,437727.9073,6485045.092,NA,0.582918546,263.3879817
2008-08-06-K-040,430373.0432,6505480.678,-0.089479545,2.529161065,263.0190179
2009-06-24-N-049,437770.2527,6489677.152,0.0202084,-2.511647867,261.5981371
2008-07-13-K-038,438641.4306,6484196.302,-0.112026691,-0.945363286,261.2219975
2008-07-21-K-056,441357.1657,6475147.312,-0.065054868,2.530564055,260.4136864
2012-08-26-N-024,439734.2036,6493224.05,NA,-1.084014132,260.0322519
2013-08-20-N-026,433111.7314,6505912.644,NA,1.791589704,258.9772303
2008-08-02-N-028,438680.0101,6492683.521,0.978188794,-1.231936022,258.9313578
2014-07-21-H-014,436171.3663,6486511.077,-0.166751534,0.434497183,258.9104917
2013-07-12-N-038,438726.1785,6487889.641,-2.185985905,-2.810047977,258.8466122
2010-08-15-K-032,439559.8602,6493851.113,NA,-0.405225179,258.3258695
2009-07-20-K-020,440440.6276,6478689.954,-1.638442307,0.494603604,256.6326407
2012-07-26-N-002,437779.4972,6488066.546,2.32985109,-1.594925818,256.5988965
2009-08-12-N-057,438494.2466,6492641.318,NA,-2.046857881,254.8516928
2010-07-19-K-100,424717.1924,6463399.694,-0.275865833,-2.34435697,254.8208122
2009-09-14-N-007,424785.3772,6512593.65,NA,2.536137074,254.6595428
2010-07-19-K-049,439519.8543,6479344.43,2.780837011,-0.056880101,254.2171293
2009-09-14-N-007,425251.3312,6512117.576,-0.09374764,2.308881578,253.9410521
2013-06-16-S-081,451877.343,6463543.152,NA,-0.50649382,253.292702
2009-08-19-K-010,447824.4184,6464281.948,NA,-1.687161154,252.8543911
2009-07-01-N-025,427688.8881,6510370.979,NA,-1.312026167,252.5324635
2014-08-15-H-014,437305.5624,6494609.69,-0.24531725,0.264466606,252.0979244
2009-05-18-K-077,441126.2874,6469222.016,NA,-0.158413037,251.441329
2009-08-12-N-006,438662.3058,6484150.184,-0.541459162,-1.779211548,249.5678357
2013-06-28-N-005,437947.7849,6485673.11,-1.963431265,0.885840792,248.7486629
2009-07-24-N-015,417190.7018,6518933.483,NA,2.520391823,248.3816178
2013-06-17-N-005,437598.3085,6485147.618,NA,-0.675941642,247.9765323
2010-08-12-N-036,416085.7258,6518796.327,-0.541632692,-1.317769031,247.8468883
2009-09-20-K-007,438587.9312,6482096.183,0.204993327,-2.501872751,247.7205109
2008-07-28-K-047,439947.2817,6475515.573,-0.94339068,0.710682329,247.7012869
2013-08-05-N-018,413875.2292,6521127.297,NA,1.265493075,246.5746358
2008-07-13-N-043,432785.9383,6503465.173,1.220567643,1.866266918,246.4541366
2010-08-12-N-010,432168.4404,6504076.984,2.740771607,-1.012965568,246.0502998
2009-07-26-K-080,421104.442,6460780.54,-2.014810429,1.279389146,244.79607
2009-06-29-N-002,440153.1668,6479772.184,NA,1.549966237,244.7117874
2014-07-06-S-029,445760.8619,6470207.057,NA,2.291315835,244.6363726
2009-08-09-K-081,441938.8458,6467228.694,2.74549034,-2.909850183,243.085234
2010-08-27-N-006,437746.4914,6491758.112,-1.096576156,0.460010171,242.8954748
2011-09-04-N-005,415472.5091,6521365.695,2.300818205,1.474196075,241.9593574
2013-05-29-S-045,440422.1491,6470266.071,3.083723203,-2.497107392,241.588437
2009-09-28-K-084,438684.7674,6480007.683,NA,-2.6294954,241.3404532
2009-07-12-N-053,417881.8903,6517276.083,-0.162392339,2.794755718,241.2880726
2009-08-19-K-068,443512.9975,6475042.404,2.000576817,-2.588786689,240.8165326
2011-08-24-N-004,438473.4472,6482681.829,NA,-2.730796259,240.75399
2013-08-03-N-026,438319.9049,6487698.001,NA,-2.607441104,240.4517078
2014-08-10-S-008,453889.6792,6460930.14,NA,-2.098263559,240.3116268
2010-08-18-N-032,438502.3954,6485090.215,-0.031355558,-0.618613063,239.8587822
2009-06-01-K-012,453256.3308,6462466.324,2.065494895,-0.337827432,239.4833247
2009-08-26-K-028,438191.2597,6487908.373,-1.059530868,0.755144898,238.3254823
2009-07-01-K-096,441872.9379,6476519.76,3.042208361,2.844658661,237.8664983
2010-08-02-K-006,454761.8537,6462204.804,-1.698246101,1.745500329,236.4272888
2013-09-08-N-023,392442.9526,6531034.163,2.017630614,0.426044787,236.1500561
2009-09-23-N-043,438056.7042,6483938.697,NA,0.975577105,236.1214427
2013-07-14-N-036,438347.4443,6484689.424,NA,-0.488896568,234.987391
2013-08-10-N-002,440926.8509,6479563.712,NA,2.264000959,234.9698197
